loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon
1035600,235600,6000.0,3,14.949,203.88,C,上市企业,金融业,1 year,1,0,2017/11/1,0,197,4,13.76181818,0,695.0,810.8333333,8,0,0.0,3497.846154,36.1,1,0,4-Apr,0,1,2.0,0.0,27.0,16.0,8.0,2,2187,0.0
1010573,210573,20761.36364,5,20.889,658.11,D,上市企业,公共服务、社会组织,8 years,1,2,2016/11/1,0,138,0,16.01,2,670.0,837.5,17,0,0.0,6614.0,109.6307692,0,0,Sep-00,0,1,3.0,0.0,32.0,15.0,7.0,0,0,0.0
1041524,241524,10909.09091,3,10.087,318.79,B,普通企业,建筑业,5 years,1,1,2015/6/1,0,15,12,16.52,0,670.0,725.8333333,9,1,0.0,12196.15385,75.92307692,0,0,Mar-95,0,1,5.0,0.0,5.0,10.0,4.0,3,2435,0.0
1032551,232551,23636.36364,3,14.366,674.46,C,政府机构,交通运输、仓储和邮政业,1 year,1,2,2018/6/1,0,27,12,37.40727273,2,544.0909091,589.4318182,18,0,0.0,24645.0,89.06153846,0,0,5-May,0,1,6.0,0.0,12.0,12.0,11.0,0,0,0.0
1003225,203225,2454.545455,3,22.88,101.45,E,政府机构,住宿和餐饮业,10+ years,1,2,2013/8/1,1,99,8,22.64545455,0,544.0909091,680.1136364,7,0,0.0,3810.153846,56.65384615,1,0,Oct-88,1,1,5.0,0.0,5.0,6.0,2.0,0,0,0.0
1021867,221867,10090.90909,5,18.99,287.88,D,普通企业,金融业,10+ years,1,2,2017/3/1,5,103,36,27.74181818,0,622.7272727,778.4090909,5,0,0.0,5061.923077,109.8461538,0,0,9-Nov,6,1,2.0,0.0,22.0,4.0,3.0,5,4616,923.2
1046509,246509,5000.0,3,10.74,163.08,B,普通企业,住宿和餐饮业,10+ years,0,2,2012/5/1,4,277,8,16.72,0,763.6363636,890.9090909,13,0,0.0,16160.0,68.4,1,0,Jan-88,53,1,,,,,,0,0,0.0
1019260,219260,7909.090909,3,10.99,284.79,B,普通企业,金融业,10+ years,0,1,2014/10/1,0,19,14,10.1,0,576.8181818,624.8863636,8,1,0.0,5783.076923,61.7,0,0,Aug-86,0,1,4.0,0.0,2.0,12.0,7.0,2,3908,1172.4
1046430,246430,7090.909091,3,6.03,182.62,A,政府机构,信息传输、软件和信息技术服务业,4 years,0,0,2014/10/1,2,597,11,14.63636364,0,634.0909091,686.9318182,8,0,0.0,2002.0,22.8,1,0,1-Jan,5,1,3.0,0.0,3.0,17.0,3.0,3,244,0.0
1043246,243246,24000.0,5,10.42,514.91,B,政府机构,公共服务、社会组织,3 years,0,2,2017/12/1,5,238,22,5.203636364,0,720.0,900.0,15,1,1.0,4550.769231,11.52307692,1,0,4-May,6,1,6.0,0.0,9.0,15.0,7.0,3,8162,2448.6
1007911,207911,8727.272727,3,10.791,265.68,C,上市企业,信息传输、软件和信息技术服务业,10+ years,1,2,2016/6/1,1,99,8,24.99272727,0,585.0,731.25,14,0,0.0,12679.61538,46.2,0,0,6-Mar,1,1,7.0,0.0,4.0,14.0,9.0,2,2932,293.2
1023374,223374,9090.909091,3,8.18,314.2,B,幼教与中小学校,金融业,1 year,1,1,2015/11/1,4,48,10,12.75272727,3,544.0909091,589.4318182,8,0,0.0,8773.692308,73.75384615,0,0,3-Apr,4,1,4.0,0.0,14.0,12.0,6.0,3,947,94.7
1012625,212625,17727.27273,3,13.332,499.08,B,普通企业,信息传输、软件和信息技术服务业,5 years,0,1,2013/6/1,0,4,3,14.02363636,0,631.8181818,684.469697,13,0,0.0,36726.30769,96.16923077,1,0,Aug-98,27471,1,10.0,0.0,10.0,15.0,9.0,3,4776,955.2
1011438,211438,18600.0,3,17.091,681.71,D,普通企业,信息传输、软件和信息技术服务业,10+ years,1,1,2016/7/1,0,112,23,28.46454545,0,700.0,758.3333333,9,0,0.0,17039.07692,72.8,0,0,Jan-98,0,1,4.0,0.0,17.0,12.0,8.0,3,2709,0.0
1038608,238608,11818.18182,3,6.408,309.32,A,幼教与中小学校,住宿和餐饮业,10+ years,0,0,2014/7/1,4,139,8,13.41,2,636.3636364,742.4242424,19,0,0.0,9976.615385,57.8,1,0,Aug-98,4,1,10.0,0.0,12.0,17.0,5.0,2,2267,226.7
1021848,221848,12586.36364,3,22.39,408.89,E,普通企业,文化和体育业,9 years,1,1,2016/8/1,0,241,7,27.12,0,670.0,781.6666667,12,0,0.0,2551.153846,30.0,1,0,10-Feb,0,1,6.0,0.0,12.0,10.0,2.0,0,0,0.0
1027202,227202,9090.909091,5,17.028,258.97,D,政府机构,信息传输、软件和信息技术服务业,9 years,1,1,2014/5/1,0,166,8,36.14181818,0,690.0,862.5,13,0,0.0,19181.53846,81.1,0,0,1-Dec,0,1,8.0,0.0,5.0,13.0,8.0,0,0,0.0
1026171,226171,13090.90909,3,17.622,422.01,C,普通企业,住宿和餐饮业,10+ years,1,0,2017/12/1,0,248,11,16.42090909,0,665.0,720.4166667,13,0,0.0,3996.0,40.49230769,0,0,Aug-97,0,1,4.0,0.0,10.0,16.0,7.0,0,0,0.0
1026340,226340,4090.909091,3,7.731,158.05,A,普通企业,公共服务、社会组织,10+ years,2,0,2016/8/1,5,138,0,13.87636364,0,690.0,747.5,8,0,0.0,19598.07692,79.38461538,0,0,May-98,6,1,7.0,,2.0,13.0,10.0,1,2033,406.6
1046594,246594,11818.18182,3,5.42,301.6,A,普通企业,公共服务、社会组织,10+ years,0,2,2011/2/1,4,196,14,10.24,0,845.4545455,986.3636364,11,0,0.0,15897.23077,22.5,1,0,Nov-85,605,1,,,,,,3,4973,497.3
1013109,213109,4090.909091,3,18.25,163.26,D,普通企业,国际组织,2 years,1,2,2016/2/1,1,400,17,17.82545455,0,690.0,747.5,8,0,0.0,5284.615385,36.73846154,1,0,2-Sep,1,1,7.0,0.0,4.0,7.0,4.0,1,1903,570.9
1024561,224561,16693.18182,3,14.3,484.82,C,高等教育机构,电力、热力生产供应业,10+ years,0,0,2013/10/1,0,172,13,9.54,2,680.0,793.3333333,13,0,0.0,10603.84615,44.67692308,1,0,Oct-97,51,1,8.0,0.0,12.0,21.0,10.0,0,0,0.0
1038642,238642,8181.818182,3,8.129,310.56,A,普通企业,金融业,4 years,0,2,2016/3/1,0,461,18,20.23636364,0,585.0,731.25,8,0,0.0,14148.0,59.63076923,0,1,1-Mar,0,1,4.0,0.0,2.0,7.0,3.0,0,0,0.0
1047219,247219,28363.63636,3,6.921,748.65,A,政府机构,建筑业,10+ years,0,1,2014/7/1,4,156,18,7.535454545,0,780.0,845.0,7,0,0.0,40915.0,103.5,1,0,Apr-00,4,1,5.0,0.0,2.0,13.0,8.0,3,9768,0.0
1036705,236705,10909.09091,3,10.384,320.05,B,政府机构,金融业,3 years,0,0,2017/5/1,4,518,1,34.29,0,769.0909091,833.1818182,10,0,0.0,9541.153846,39.9,0,0,5-Nov,4,1,1.0,0.0,24.0,5.0,3.0,3,3972,0.0
1009528,209528,17727.27273,3,11.565,504.33,B,普通企业,国际组织,8 years,2,1,2014/2/1,4,63,14,22.7,0,752.7272727,815.4545455,16,0,0.0,35238.46154,61.75384615,1,0,May-86,4,1,11.0,0.0,2.0,30.0,27.0,3,220,22.0
1044832,244832,18909.09091,3,14.421,539.96,B,普通企业,交通运输、仓储和邮政业,5 years,1,1,2013/4/1,0,277,8,26.09090909,0,564.5454545,705.6818182,15,0,0.0,13779.23077,56.21538462,0,0,6-Mar,44583,1,8.0,0.0,7.0,13.0,7.0,3,3442,1032.6
1045760,245760,16000.0,3,9.891,523.75,B,政府机构,文化和体育业,3 years,0,0,2016/8/1,0,231,43,20.76545455,0,747.2727273,809.5454545,25,0,0.0,10079.0,71.76923077,1,0,4-Mar,0,1,5.0,0.0,40.0,13.0,5.0,1,3042,0.0
1047874,247874,10000.0,3,8.244,318.75,B,普通企业,金融业,10+ years,2,1,2016/2/1,0,103,36,16.29090909,0,720.0,840.0,17,1,1.0,11890.0,49.3,0,0,Sep-89,0,1,10.0,0.0,3.0,33.0,17.0,2,988,296.4
1015456,215456,5400.0,3,10.49,214.49,B,普通企业,公共服务、社会组织,3 years,1,1,2017/3/1,5,238,22,16.46181818,0,725.4545455,846.3636364,13,1,1.0,5302.769231,20.95384615,0,0,Jun-00,6,1,5.0,0.0,6.0,17.0,8.0,0,142,0.0
1037924,237924,9818.181818,3,13.33,406.24,C,政府机构,金融业,2 years,1,1,2015/9/1,10,317,36,20.25454545,0,665.0,775.8333333,10,1,1.0,8752.615385,81.0,0,0,3-Sep,11,1,5.0,0.0,3.0,9.0,6.0,0,0,0.0
1004307,204307,4868.181818,3,12.141,201.89,C,普通企业,电力、热力生产供应业,8 years,0,1,2016/11/1,0,851,49,17.9,0,609.0909091,710.6060606,13,2,0.0,12774.0,58.6,0,0,6-Nov,0,1,12.0,0.0,3.0,12.0,9.0,3,449,134.7
1038237,238237,17727.27273,3,12.089,491.01,B,上市企业,制造业,< 1 year,0,1,2016/7/1,4,126,38,25.01181818,0,736.3636364,797.7272727,11,1,1.0,9346.615385,42.43076923,1,0,3-Dec,4,1,4.0,0.0,7.0,14.0,10.0,3,7408,0.0
1026282,226282,5672.727273,3,14.49,165.2,C,普通企业,住宿和餐饮业,7 years,0,0,2014/5/1,0,134,8,8.067272727,0,548.1818182,685.2272727,12,2,1.0,4365.0,86.69230769,0,0,Oct-00,0,1,5.0,0.0,8.0,13.0,7.0,1,2206,661.8
1014260,214260,18181.81818,5,11.99,444.79,C,普通企业,金融业,1 year,0,0,2016/5/1,2,403,38,14.35636364,0,552.2727273,690.3409091,12,1,1.0,12668.92308,46.7,0,0,Nov-00,5,1,4.0,0.0,9.0,10.0,6.0,0,0,0.0
1033830,233830,25000.0,3,14.661,882.51,D,普通企业,信息传输、软件和信息技术服务业,10+ years,0,1,2016/3/1,0,539,42,22.45454545,0,741.8181818,803.6363636,8,0,0.0,39317.38462,99.83076923,0,0,6-Aug,0,1,4.0,0.0,7.0,5.0,2.0,3,11475,3442.5
1019925,219925,13636.36364,3,15.543,536.81,D,政府机构,制造业,10+ years,1,2,2016/1/1,0,0,0,20.41090909,1,720.0,840.0,11,1,1.0,6397.0,55.66153846,0,0,1-Apr,0,1,9.0,0.0,3.0,10.0,5.0,0,0,0.0
1015324,215324,8068.181818,3,14.65,306.14,C,幼教与中小学校,房地产业,3 years,1,0,2015/6/1,0,32,21,22.20909091,0,725.4545455,906.8181818,6,1,1.0,5723.076923,69.0,1,0,Jul-97,0,1,5.0,,6.0,19.0,14.0,0,1469,440.7
1022191,222191,4000.0,3,13.99,136.7,C,上市企业,国际组织,10+ years,0,2,2015/9/1,5,408,14,33.52363636,1,552.2727273,644.3181818,12,0,0.0,25379.0,81.11538462,1,0,Nov-00,6,1,7.0,0.0,8.0,13.0,5.0,3,1580,316.0
1044025,244025,17954.54545,3,10.16,638.77,B,上市企业,金融业,,2,2,2013/6/1,0,324,10,26.35636364,0,636.3636364,742.4242424,9,0,0.0,36201.92308,83.24615385,1,0,Dec-92,51,1,8.0,0.0,1.0,9.0,5.0,2,463,46.3
1019189,219189,6000.0,3,7.26,185.98,A,上市企业,金融业,10+ years,1,0,2015/8/1,4,342,21,19.29,0,568.6363636,663.4090909,7,0,0.0,4969.846154,54.16923077,0,0,Sep-85,4,1,3.0,0.0,6.0,12.0,5.0,0,0,0.0
1017877,217877,13090.90909,3,13.519,400.24,C,世界五百强,建筑业,3 years,0,0,2015/3/1,2,25,13,33.4,0,609.0909091,659.8484848,14,0,0.0,16136.61538,48.0,1,0,Nov-00,5,1,7.0,0.0,10.0,18.0,9.0,0,0,0.0
1001142,201142,14545.45455,3,14.069,537.49,C,政府机构,信息传输、软件和信息技术服务业,10+ years,2,1,2016/7/1,2,29,19,21.73,0,774.5454545,839.0909091,8,8,3.0,2558.0,13.38461538,0,0,Jul-96,5,1,3.0,0.0,5.0,9.0,4.0,3,6615,661.5
1043017,243017,9818.181818,3,14.99,415.93,C,政府机构,制造业,10+ years,0,1,2017/1/1,0,255,9,15.14,0,613.6363636,715.9090909,13,0,0.0,26958.0,68.53846154,1,0,5-Sep,0,1,6.0,0.0,6.0,17.0,9.0,0,3762,1128.6
1028734,228734,16363.63636,3,9.648,586.92,B,普通企业,采矿业,10+ years,0,0,2018/12/1,0,19,14,30.41,0,765.0,828.75,26,0,0.0,18316.0,25.30769231,1,0,Sep-80,0,1,9.0,0.0,9.0,46.0,25.0,0,5925,0.0
1034325,234325,15775.0,3,12.001,515.79,B,普通企业,金融业,1 year,1,1,2018/1/1,0,160,4,12.32181818,0,752.7272727,815.4545455,9,0,0.0,12826.15385,75.1,0,0,4-Nov,0,1,2.0,0.0,7.0,5.0,4.0,2,89,26.7
1002487,202487,2727.272727,3,13.98,102.51,C,世界五百强,农、林、牧、渔业,10+ years,1,0,2014/8/1,0,681,10,10.93090909,0,572.7272727,715.9090909,9,2,1.0,8933.0,50.30769231,1,0,Jul-99,0,1,8.0,0.0,0.0,13.0,6.0,0,0,0.0
1041333,241333,981.8181818,3,10.323,39.56,B,政府机构,信息传输、软件和信息技术服务业,< 1 year,1,2,2016/6/1,0,74,30,12.70909091,0,585.0,731.25,3,0,0.0,3523.846154,63.6,0,0,2-Jul,0,1,2.0,0.0,4.0,2.0,1.0,0,262,26.2
1035018,235018,18000.0,5,19.782,496.94,E,幼教与中小学校,国际组织,4 years,0,2,2013/5/1,0,196,14,10.12363636,0,720.0,780.0,8,1,1.0,14628.0,89.5,1,0,Mar-96,42384,1,5.0,0.0,1.0,10.0,6.0,0,3141,628.2
1045645,245645,1181.818182,3,6.633,30.44,A,普通企业,房地产业,4 years,0,0,2012/3/1,0,31,2,11.43,0,630.0,787.5,12,0,0.0,3204.230769,6.576923077,1,0,Dec-96,60384,1,,,,,,3,435,0.0
1038292,238292,13636.36364,3,7.101,469.29,A,上市企业,金融业,10+ years,0,0,2015/7/1,0,27,12,16.67,0,774.5454545,968.1818182,11,0,0.0,49401.69231,82.49230769,0,0,Jun-95,0,1,8.0,0.0,5.0,31.0,15.0,0,0,0.0
1011984,211984,13090.90909,3,10.296,474.45,B,普通企业,信息传输、软件和信息技术服务业,1 year,1,2,2014/11/1,0,51,13,8.93,0,544.0909091,680.1136364,14,0,0.0,18737.0,73.01538462,1,0,3-Jan,0,1,9.0,0.0,1.0,24.0,11.0,3,2469,493.8
1031291,231291,18318.18182,5,26.389,579.56,E,上市企业,金融业,4 years,0,0,2016/7/1,0,355,18,16.65454545,0,750.0,875.0,10,0,0.0,18554.30769,81.11538462,1,0,Jan-85,0,1,4.0,0.0,5.0,29.0,24.0,4,3006,300.6
1026017,226017,11818.18182,3,8.459,311.94,A,普通企业,金融业,4 years,1,1,2014/5/1,0,108,21,6.103636364,0,780.0,845.0,12,0,0.0,9823.846154,28.8,0,0,Apr-85,0,1,5.0,0.0,4.0,28.0,13.0,3,1384,415.2
1017429,217429,1000.0,3,12.001,32.7,B,政府机构,文化和体育业,10+ years,0,2,2017/8/1,5,58,17,25.66,0,560.4545455,607.1590909,8,0,0.0,7605.230769,43.75384615,0,0,Mar-00,6,1,3.0,0.0,10.0,9.0,3.0,3,259,0.0
1020915,220915,13000.0,5,26.488,374.59,F,普通企业,采矿业,7 years,0,2,2013/8/1,4,773,0,11.57454545,1,660.0,770.0,13,1,0.0,14747.30769,47.3,0,0,Feb-93,4,1,7.0,0.0,3.0,20.0,13.0,5,2673,267.3
1000866,200866,14181.81818,3,10.252,383.37,A,普通企业,采矿业,4 years,0,0,2009/6/1,4,129,30,2.552727273,0,650.4545455,758.8636364,16,0,0.0,4260.0,7.0,1,0,Jan-87,0,1,,,,,,0,0,0.0
1038633,238633,18545.45455,3,11.691,687.26,C,普通企业,公共服务、社会组织,7 years,0,1,2016/2/1,0,632,27,13.48363636,0,660.0,825.0,17,0,0.0,16043.07692,87.87692308,0,0,Feb-99,0,1,15.0,0.0,4.0,16.0,7.0,0,0,0.0
1048044,248044,21818.18182,3,7.101,625.72,A,幼教与中小学校,农、林、牧、渔业,6 years,0,0,2016/5/1,0,518,1,20.92363636,0,720.0,900.0,7,0,0.0,10817.30769,78.8,0,0,8-Mar,2,1,3.0,0.0,7.0,6.0,3.0,0,0,0.0
1033981,233981,17372.72727,5,27.489,431.38,F,高等教育机构,建筑业,,0,2,2015/4/1,0,152,14,7.281818182,0,540.0,630.0,6,0,0.0,10451.53846,68.6,1,0,3-Jul,0,1,5.0,0.0,2.0,12.0,7.0,0,0,0.0
1021941,221941,24000.0,3,16.456,831.52,D,普通企业,公共服务、社会组织,3 years,0,0,2010/3/1,0,160,8,9.35,1,560.4545455,653.8636364,13,0,0.0,56293.84615,67.96153846,1,0,May-91,28,1,,,,,,0,4406,1321.8
1008452,208452,10000.0,3,7.11,312.91,A,幼教与中小学校,农、林、牧、渔业,2 years,1,0,2013/12/1,4,463,48,19.49090909,0,580.9090909,677.7272727,9,0,0.0,8271.846154,44.07692308,1,0,9-Sep,4,1,3.0,0.0,5.0,13.0,1.0,2,2607,521.4
1019160,219160,8420.454545,3,13.67,242.38,C,普通企业,电力、热力生产供应业,10+ years,0,1,2016/3/1,0,512,21,19.49090909,1,552.2727273,690.3409091,13,0,0.0,25504.0,41.56923077,0,0,Dec-93,0,1,5.0,0.0,3.0,11.0,4.0,3,1035,207.0
1025799,225799,17727.27273,5,14.085,361.99,D,上市企业,信息传输、软件和信息技术服务业,7 years,0,2,2011/4/1,0,282,7,24.41454545,1,622.7272727,778.4090909,11,1,1.0,9350.769231,46.24615385,1,0,Dec-84,8433,1,,,,,,0,4624,462.4
1043632,243632,10636.36364,3,5.32,271.04,A,政府机构,电力、热力生产供应业,10+ years,0,0,2016/3/1,4,460,27,9.196363636,0,796.3636364,929.0909091,8,0,0.0,12051.92308,56.2,0,0,Oct-00,4,1,4.0,0.0,6.0,7.0,3.0,0,0,0.0
1014407,214407,18181.81818,5,26.213,573.39,F,普通企业,制造业,10+ years,0,2,2013/6/1,0,232,13,10.59090909,3,741.8181818,865.4545455,9,0,0.0,13671.53846,75.1,1,0,Jun-84,0,1,5.0,0.0,5.0,12.0,9.0,3,9181,918.1
1037994,237994,7000.0,3,6.864,213.72,A,普通企业,制造业,10+ years,0,1,2015/8/1,0,226,21,8.46,0,680.0,736.6666667,10,0,0.0,7249.0,23.5,0,0,Aug-98,0,1,3.0,0.0,12.0,23.0,10.0,0,0,0.0
1047856,247856,14727.27273,5,17.622,437.92,C,普通企业,交通运输、仓储和邮政业,5 years,0,2,2017/7/1,0,105,17,25.82,0,710.0,769.1666667,8,0,0.0,19243.38462,74.58461538,0,0,3-May,0,1,5.0,0.0,13.0,10.0,3.0,5,2213,0.0
1032378,232378,10909.09091,3,11.89,331.64,B,普通企业,住宿和餐饮业,10+ years,1,1,2009/3/1,3,524,20,10.78181818,0,730.0,912.5,10,0,0.0,37871.07692,62.03076923,1,0,Jun-91,1696,1,,,,,,2,3800,1140.0
1001879,201879,2181.818182,3,16.841,69.64,C,普通企业,房地产业,8 years,1,0,2013/4/1,0,335,8,16.68,0,544.0909091,680.1136364,10,0,0.0,20006.0,88.96153846,1,0,1-Jun,45554,1,6.0,0.0,9.0,13.0,11.0,0,0,0.0
1012204,212204,8509.090909,3,5.852,216.83,A,政府机构,金融业,10+ years,0,0,2015/9/1,4,335,8,12.10909091,0,585.0,633.75,18,0,0.0,11919.69231,32.4,1,0,5-Aug,4,1,10.0,0.0,5.0,17.0,3.0,3,121,12.1
1026032,226032,23636.36364,5,15.61,482.23,D,政府机构,建筑业,5 years,1,0,2015/10/1,0,649,46,31.77818182,1,660.0,715.0,17,0,0.0,26486.53846,76.24615385,0,0,4-Jun,0,1,12.0,0.0,15.0,16.0,11.0,0,6788,678.8
1030423,230423,16363.63636,3,18.25,544.17,D,幼教与中小学校,建筑业,8 years,1,2,2014/1/1,0,17,13,1.625454545,0,600.0,750.0,2,0,0.0,5353.846154,104.1384615,0,0,Aug-95,0,1,2.0,0.0,1.0,4.0,3.0,0,0,0.0
1003334,203334,12727.27273,3,11.997,473.95,C,普通企业,采矿业,,0,2,2015/3/1,0,176,3,18.52363636,0,552.2727273,598.2954545,6,0,0.0,10126.15385,66.18461538,1,0,Aug-95,0,1,4.0,0.0,18.0,10.0,6.0,0,0,0.0
1004214,204214,9818.181818,3,16.02,316.51,C,政府机构,采矿业,2 years,1,1,2017/8/1,0,56,8,17.12727273,0,556.3636364,602.7272727,8,0,0.0,8733.0,61.10769231,0,0,Sep-00,0,1,5.0,0.0,3.0,13.0,12.0,0,0,0.0
1035164,235164,16363.63636,3,15.99,527.29,C,政府机构,信息传输、软件和信息技术服务业,,2,2,2016/11/1,0,49,12,29.67,1,660.0,715.0,11,3,0.0,12645.0,67.6,0,0,Dec-77,0,1,7.0,0.0,2.0,18.0,7.0,0,0,0.0
1017008,217008,15659.09091,5,8.541,278.21,B,普通企业,公共服务、社会组织,10+ years,0,2,2015/2/1,0,152,14,26.43545455,0,650.0,704.1666667,19,0,0.0,26628.0,44.53846154,0,0,Sep-00,0,1,7.0,0.0,13.0,27.0,15.0,4,322,32.2
1019655,219655,35000.0,5,17.57,880.61,D,普通企业,电力、热力生产供应业,< 1 year,0,1,2015/9/1,0,162,2,7.718181818,1,675.0,787.5,9,0,0.0,50134.0,51.2,0,0,2-Oct,0,1,3.0,0.0,4.0,9.0,4.0,1,17446,0.0
1001483,201483,8181.818182,3,6.62,276.34,A,政府机构,公共服务、社会组织,8 years,0,1,2012/4/1,4,107,30,4.7,0,690.9090909,863.6363636,9,0,0.0,25545.69231,66.64615385,1,0,May-00,59139,1,,,,,,0,535,160.5
1005931,205931,6500.0,3,9.537,205.71,B,普通企业,采矿业,1 year,2,0,2014/11/1,0,171,8,10.30909091,0,645.4545455,806.8181818,11,0,0.0,2955.076923,15.61538462,1,0,3-Jan,0,1,2.0,0.0,8.0,16.0,5.0,3,1525,305.0
1033784,233784,18000.0,5,20.889,466.84,E,普通企业,电力、热力生产供应业,6 years,2,1,2014/10/1,0,310,24,19.0,0,552.2727273,598.2954545,10,0,0.0,16871.0,91.7,1,0,1-Jun,0,1,5.0,0.0,6.0,6.0,5.0,5,8993,1798.6
1029182,229182,33775.0,3,17.622,1187.77,C,普通企业,信息传输、软件和信息技术服务业,10+ years,0,2,2017/6/1,0,138,0,45.76363636,0,564.5454545,705.6818182,9,0,0.0,22429.07692,96.46153846,0,1,Jun-90,0,1,3.0,0.0,7.0,17.0,6.0,0,0,0.0
1016796,216796,10000.0,3,6.534,309.97,A,普通企业,电力、热力生产供应业,3 years,1,1,2015/12/1,0,195,38,22.99,1,700.0,758.3333333,7,0,0.0,3079.384615,13.56923077,0,0,5-Nov,0,1,4.0,0.0,5.0,7.0,2.0,3,679,135.8
1041170,241170,28636.36364,3,21.18,1321.87,E,普通企业,金融业,10+ years,0,1,2014/4/1,0,107,30,4.73,0,560.4545455,653.8636364,17,0,0.0,78156.92308,63.69230769,0,0,Apr-95,0,1,5.0,0.0,3.0,27.0,14.0,0,4165,416.5
1022444,222444,14181.81818,3,11.48,514.28,B,政府机构,农、林、牧、渔业,2 years,1,2,2015/12/1,0,418,45,19.95,0,544.0909091,589.4318182,10,0,0.0,10279.61538,62.76923077,0,0,6-Apr,0,1,4.0,0.0,5.0,9.0,4.0,3,116,34.8
1020977,220977,2727.272727,3,7.392,92.25,A,幼教与中小学校,电力、热力生产供应业,1 year,0,0,2017/11/1,4,784,33,15.38181818,0,823.6363636,1029.545455,6,0,0.0,7801.153846,43.66153846,0,0,5-Feb,4,1,2.0,0.0,8.0,7.0,3.0,0,0,0.0
1003457,203457,10909.09091,3,12.089,327.34,B,普通企业,国际组织,8 years,1,0,2014/2/1,0,143,8,20.58181818,0,690.0,747.5,12,1,1.0,8651.0,36.72307692,1,0,3-Nov,0,1,8.0,0.0,2.0,18.0,9.0,2,1207,362.1
1037196,237196,16000.0,3,5.841,490.32,A,普通企业,电力、热力生产供应业,5 years,0,0,2015/1/1,4,160,4,23.51818182,0,715.0,774.5833333,11,0,0.0,14300.30769,41.13846154,1,0,6-Dec,4,1,4.0,0.0,4.0,10.0,6.0,3,2608,782.4
1028630,228630,11818.18182,3,9.17,318.79,B,幼教与中小学校,房地产业,10+ years,0,0,2015/10/1,4,451,36,27.69,0,659.0909091,714.0151515,12,0,0.0,5571.923077,18.11538462,0,0,3-Feb,4,1,5.0,0.0,8.0,16.0,9.0,0,1667,500.1
1015984,215984,10909.09091,3,13.49,407.17,C,普通企业,金融业,10+ years,0,2,2016/11/1,0,72,10,17.74909091,0,622.7272727,674.6212121,10,0,0.0,8453.0,52.33846154,0,0,5-Nov,0,1,5.0,0.0,5.0,7.0,5.0,3,2751,0.0
1007247,207247,17727.27273,3,7.99,469.98,A,普通企业,交通运输、仓储和邮政业,1 year,1,1,2016/8/1,0,436,8,20.46545455,0,677.2727273,790.1515152,17,0,0.0,10570.0,26.76923077,0,0,6-Jul,0,1,4.0,0.0,9.0,13.0,10.0,0,2231,0.0
1005343,205343,17272.72727,3,10.087,605.7,B,政府机构,住宿和餐饮业,5 years,1,1,2015/6/1,4,48,10,20.82545455,1,660.0,715.0,8,0,0.0,17495.69231,67.30769231,1,0,10-Jul,4,1,5.0,0.0,3.0,7.0,5.0,2,4667,933.4
1004174,204174,22690.90909,5,16.425,490.17,D,普通企业,住宿和餐饮业,5 years,0,2,2014/1/1,0,673,40,12.99,0,747.2727273,934.0909091,14,0,0.0,18503.69231,78.69230769,0,0,1-Jan,1658,1,7.0,0.0,7.0,16.0,9.0,0,0,0.0
1011288,211288,30545.45455,3,19.305,1061.39,D,普通企业,公共服务、社会组织,7 years,1,1,2018/1/1,4,158,9,15.46363636,0,627.2727273,731.8181818,11,0,0.0,10287.69231,75.23076923,1,0,4-Sep,4,1,5.0,0.0,22.0,10.0,8.0,0,0,0.0
1034640,234640,13472.72727,5,14.688,279.17,E,普通企业,制造业,3 years,1,2,2010/11/1,0,57,9,16.93,0,544.0909091,634.7727273,20,0,0.0,38189.0,67.93846154,1,0,Nov-88,77,1,,,,,,5,886,88.6
1011810,211810,27272.72727,3,16.489,866.52,C,普通企业,文化和体育业,3 years,0,2,2015/1/1,4,418,45,14.67818182,0,665.0,775.8333333,14,0,0.0,79104.92308,72.69230769,0,0,Jun-83,4,1,11.0,,9.0,27.0,17.0,0,697,139.4
1026715,226715,21681.81818,5,14.22,641.62,C,普通企业,电力、热力生产供应业,< 1 year,1,2,2013/3/1,6,104,23,5.818181818,0,601.3636364,651.4772727,10,0,0.0,6283.846154,15.57692308,1,0,Jan-99,45618,1,2.0,0.0,19.0,5.0,5.0,0,0,0.0
1014762,214762,14754.54545,5,25.992,428.33,G,普通企业,建筑业,10+ years,0,2,2016/5/1,0,772,0,34.63636364,0,556.3636364,695.4545455,13,1,1.0,8001.538462,57.2,0,0,Jul-85,0,1,5.0,0.0,5.0,13.0,2.0,0,0,0.0
1002604,202604,5400.0,3,14.049,188.81,D,普通企业,农、林、牧、渔业,,0,2,2015/5/1,0,97,12,13.12363636,0,568.6363636,616.0227273,6,2,0.0,12849.84615,94.96153846,1,0,1-Oct,0,1,4.0,0.0,2.0,4.0,4.0,0,0,0.0
1017989,217989,10145.45455,3,12.99,417.75,C,幼教与中小学校,批发和零售业,9 years,1,2,2016/2/1,0,682,2,27.27272727,0,645.4545455,806.8181818,11,0,0.0,14199.69231,73.93846154,0,0,2-Jan,0,1,7.0,0.0,8.0,16.0,14.0,3,451,135.3
