interest,f0,debt_loan_ratio,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_u,recircle_b,scoring_high,scoring_low,early_return,class,year_of_loan,censor_status,house_exist,work_year,use,isDefault
17.86,3.0,21.33636364,10,0,0.0,22.61538462,1970.0,785.4166667,725.0,0,D,3,0,1,2 years,0,0
12.639,5.0,25.29818182,13,1,1.0,83.65384615,4546.153846,650.0,600.0,0,B,3,2,2,3 years,0,1
15.389,8.0,13.92727273,18,0,0.0,27.11538462,14871.0,981.8181818,785.4545455,0,C,5,0,1,,0,1
11.99,10.0,15.01363636,18,0,0.0,71.3,45789.69231,761.3636364,609.0909091,0,B,3,2,1,4 years,0,1
21.692,7.0,29.60909091,10,0,0.0,87.92307692,5714.0,755.6818182,604.5454545,0,D,3,2,0,,4,0
26.213,5.0,10.59090909,9,0,0.0,75.1,13671.53846,865.4545455,741.8181818,3,F,5,2,0,10+ years,0,0
15.389,12.0,6.318181818,16,0,0.0,59.2,19206.92308,755.6818182,604.5454545,0,C,5,1,1,2 years,0,1
13.255,4.0,21.14181818,9,1,1.0,65.58461538,8724.153846,825.0,660.0,0,C,3,1,1,5 years,0,1
28.93,2.0,20.02909091,4,0,0.0,45.92307692,915.0,960.9090909,823.6363636,0,E,3,2,1,,5,0
15.813,5.0,24.50181818,8,1,1.0,58.0,2799.692308,920.4545455,736.3636364,3,D,3,0,1,5 years,5,0
14.49,7.0,26.78181818,12,1,1.0,55.47692308,18666.92308,630.0,540.0,0,C,5,2,0,10+ years,0,1
11.061,5.0,3.654545455,6,0,0.0,55.89230769,4667.307692,585.0,540.0,3,C,3,1,1,3 years,3,0
12.99,5.0,14.56363636,13,0,0.0,35.0,33147.69231,915.9090909,845.4545455,1,B,3,1,0,6 years,1,0
9.81,7.0,40.96363636,13,0,0.0,52.89230769,20333.0,890.9090909,763.6363636,0,B,3,1,0,2 years,0,0
12.74,3.0,5.690909091,7,3,0.0,44.4,11841.0,731.8181818,627.2727273,1,C,3,2,1,7 years,4,0
14.661,2.0,3.501818182,3,0,0.0,96.0,30451.15385,868.75,695.0,3,C,3,2,0,5 years,0,0
24.629,7.0,19.99636364,11,0,0.0,13.03076923,9072.0,980.0,840.0,5,E,5,1,2,10+ years,0,0
17.622,5.0,29.42181818,8,0,0.0,73.12307692,13715.76923,705.3030303,604.5454545,0,C,3,1,1,4 years,4,1
16.074,9.0,34.42727273,14,0,0.0,74.1,11199.23077,589.4318182,544.0909091,2,D,3,1,1,10+ years,0,0
8.991,2.0,17.63181818,6,0,0.0,88.26923077,15988.0,674.6212121,622.7272727,3,B,3,2,0,10+ years,2,0
25.82,7.0,36.05,11,1,1.0,49.1,16772.30769,769.1666667,710.0,3,E,3,2,0,< 1 year,2,0
6.03,2.0,9.0,12,0,0.0,34.15384615,5730.307692,710.7954545,568.6363636,1,A,3,0,1,1 year,4,0
11.39,11.0,22.2,14,0,0.0,59.6,22845.0,850.0,680.0,3,B,3,1,0,8 years,0,0
7.24,4.0,8.192727273,12,1,1.0,48.89230769,5907.0,806.8181818,645.4545455,0,A,3,0,0,10+ years,0,0
6.741,3.0,12.27272727,19,0,0.0,62.46153846,17014.15385,653.8636364,560.4545455,3,A,3,1,0,3 years,0,0
6.49,6.0,13.54909091,18,0,0.0,6.0,3214.0,1084.090909,867.2727273,0,A,3,0,0,10+ years,8,0
8.69,5.0,12.69818182,10,0,0.0,49.56923077,36270.0,763.75,705.0,0,A,3,2,0,10+ years,4,0
11.061,5.0,18.03272727,9,0,0.0,77.42307692,12484.0,589.4318182,544.0909091,3,C,3,0,0,7 years,0,0
15.813,9.0,39.04,10,0,0.0,82.24615385,53755.69231,906.8181818,725.4545455,0,D,3,1,1,7 years,0,0
11.858,6.0,10.61454545,12,0,0.0,31.96153846,4924.769231,690.3409091,552.2727273,3,B,3,1,0,< 1 year,0,0
10.296,5.0,32.88,11,0,0.0,35.96923077,10208.15385,715.9090909,613.6363636,2,B,3,0,0,,2,0
9.441,8.0,24.09545455,17,0,0.0,59.7,9063.384615,859.0909091,736.3636364,1,B,3,0,1,< 1 year,4,0
12.141,6.0,7.690909091,8,0,0.0,58.15384615,12166.15385,780.0,720.0,0,C,5,1,0,3 years,0,1
11.39,7.0,29.08,12,0,0.0,45.44615385,9897.230769,668.1818182,572.7272727,3,B,3,2,2,10+ years,0,0
6.534,5.0,9.554545455,8,0,0.0,25.10769231,9629.538462,967.2727273,829.0909091,3,A,3,1,1,1 year,4,0
6.534,6.0,24.92727273,14,0,0.0,17.9,7386.0,1029.545455,823.6363636,2,A,3,0,0,8 years,0,0
10.56,5.0,6.28,12,0,0.0,38.19230769,20062.0,705.6818182,564.5454545,0,B,3,0,1,2 years,4,0
11.14,7.0,11.25,21,0,0.0,20.03076923,12171.0,950.0,760.0,3,B,3,0,2,10+ years,0,0
20.812,4.0,20.50909091,7,0,0.0,90.35384615,35249.84615,837.5,670.0,3,D,3,2,1,10+ years,0,0
22.491,6.0,35.86909091,7,0,0.0,97.56923077,41586.92308,822.5,705.0,0,F,5,0,1,9 years,4,1
17.568,2.0,23.23636364,5,0,0.0,58.03846154,6912.692308,710.6060606,609.0909091,3,E,3,0,1,8 years,0,0
13.871,4.0,2.781818182,7,1,1.0,38.76923077,2595.0,840.0,720.0,3,C,3,0,1,10+ years,0,0
15.291,5.0,16.69909091,6,0,0.0,42.64615385,8710.0,731.25,585.0,0,D,3,2,2,,0,0
24.99,2.0,26.25454545,7,0,0.0,54.92307692,1941.923077,755.6818182,604.5454545,5,F,5,2,0,< 1 year,0,0
14.418,12.0,34.53,17,0,0.0,50.76923077,28350.0,731.8181818,627.2727273,1,C,3,2,0,10+ years,0,0
20.205,13.0,26.01818182,14,0,0.0,84.75384615,35107.69231,598.2954545,552.2727273,0,E,5,1,1,7 years,0,1
18.99,6.0,22.6,10,0,0.0,66.11538462,11283.0,634.7727273,544.0909091,0,E,5,1,0,10+ years,0,1
14.65,6.0,7.845454545,10,0,0.0,11.30769231,4928.076923,898.3333333,770.0,1,C,3,1,1,10+ years,0,0
14.895,3.0,18.96363636,20,0,0.0,70.38461538,11105.23077,791.8181818,730.9090909,3,D,3,2,1,< 1 year,0,0
17.171,6.0,30.06,11,0,0.0,80.55384615,41083.84615,772.7272727,618.1818182,0,D,5,1,2,10+ years,4,1
18.205,4.0,6.945454545,9,0,0.0,37.5,12610.38462,815.4545455,752.7272727,0,D,5,1,1,7 years,0,1
10.323,9.0,20.93,16,0,0.0,53.90769231,34679.07692,815.4545455,752.7272727,2,B,5,1,0,10+ years,0,0
12.591,4.0,17.97545455,19,0,0.0,46.70769231,13766.0,644.3181818,552.2727273,0,C,3,1,1,2 years,1,1
16.02,5.0,17.12727273,8,0,0.0,61.10769231,8733.0,602.7272727,556.3636364,0,C,3,1,1,2 years,0,1
8.767,5.0,17.05909091,8,0,0.0,87.23076923,17466.92308,736.6666667,680.0,0,A,3,1,0,5 years,0,0
13.99,0.0,10.34545455,6,0,0.0,0.0,0.0,992.7272727,850.9090909,3,C,3,1,0,9 years,0,0
10.75,1.0,11.37272727,8,1,1.0,46.26923077,12954.0,927.2727273,741.8181818,3,B,5,1,0,8 years,4,0
10.087,6.0,29.17,13,0,0.0,67.84615385,27955.38462,839.0909091,774.5454545,0,B,5,1,0,10+ years,4,1
20.39,3.0,19.06,10,0,0.0,33.1,3591.923077,737.1212121,631.8181818,3,D,3,2,0,5 years,2,0
15.741,3.0,17.32909091,10,0,0.0,25.30769231,2850.0,630.0,540.0,3,C,3,2,0,10+ years,0,0
13.68,5.0,12.1,5,0,0.0,85.66153846,11130.46154,731.8181818,627.2727273,0,C,3,1,1,9 years,0,0
13.11,6.0,35.81454545,10,0,0.0,67.9,12906.46154,731.25,675.0,2,B,3,2,1,8 years,0,0
16.742,5.0,15.08727273,22,0,0.0,77.07692308,26775.53846,664.7727273,613.6363636,1,C,5,2,0,4 years,0,0
8.99,4.0,31.50545455,7,0,0.0,73.66153846,14732.30769,822.5,705.0,3,B,3,0,1,1 year,4,0
9.378,9.0,22.23,13,0,0.0,61.61538462,18916.0,833.1818182,769.0909091,3,B,3,1,2,< 1 year,0,0
18.249,14.0,25.64,21,0,0.0,45.13846154,22157.0,954.5454545,763.6363636,0,D,5,0,2,7 years,0,1
4.788,3.0,28.97454545,22,0,0.0,31.26923077,8506.615385,647.0454545,597.2727273,3,A,3,2,1,4 years,4,0
17.27,0.0,0.0,2,0,0.0,0.0,0.0,913.6363636,730.9090909,3,D,3,0,0,10+ years,5,0
10.99,4.0,18.15272727,8,0,0.0,67.3,24268.46154,801.1363636,640.9090909,1,B,3,0,0,10+ years,0,0
6.741,4.0,14.74909091,11,1,1.0,9.9,2450.0,767.0454545,613.6363636,1,A,3,2,0,1 year,0,0
17.99,4.0,14.96,9,0,0.0,77.26153846,9102.153846,675.0,540.0,3,D,3,1,0,2 years,0,0
7.119,,5.705454545,10,0,0.0,42.86153846,49283.23077,669.2045455,617.7272727,0,A,3,2,0,2 years,0,0
7.101,7.0,10.71272727,15,0,0.0,35.75384615,30173.07692,948.1818182,812.7272727,0,A,5,1,1,10+ years,0,0
14.364,,12.9,8,0,0.0,30.83076923,7486.769231,616.0227273,568.6363636,0,C,5,1,1,10+ years,0,1
12.12,2.0,26.56,8,0,0.0,57.6,8351.076923,753.030303,645.4545455,0,B,3,2,0,10+ years,2,0
10.16,5.0,13.49090909,13,0,0.0,11.30769231,4623.230769,706.3636364,605.4545455,3,B,5,1,0,< 1 year,2,0
15.389,5.0,23.36,16,0,0.0,37.03846154,10920.0,659.8484848,609.0909091,5,C,5,1,0,10+ years,0,0
18.2,3.0,25.57090909,11,0,0.0,19.29230769,5679.692308,922.7272727,790.9090909,0,E,3,0,0,1 year,8,1
25.992,5.0,34.63636364,13,1,1.0,57.2,8001.538462,695.4545455,556.3636364,0,G,5,2,0,10+ years,0,1
12.69,3.0,19.2,7,0,0.0,84.80769231,9576.0,852.7272727,730.9090909,0,C,3,1,1,8 years,4,1
7.579,3.0,11.69090909,7,0,0.0,31.98461538,75058.30769,763.6363636,654.5454545,2,A,3,2,1,10+ years,0,0
13.59,9.0,22.54909091,14,0,0.0,67.3,14037.23077,685.2272727,548.1818182,2,C,3,0,2,3 years,5,0
9.144,3.0,26.73,6,0,0.0,74.21538462,13759.84615,747.7272727,640.9090909,3,B,3,0,1,10+ years,0,0
12.303,2.0,20.2,4,1,0.0,34.70769231,2781.0,784.0909091,627.2727273,3,C,3,2,0,,5,0
11.98,11.0,8.64,19,0,0.0,39.0,9633.461538,846.3636364,725.4545455,0,B,3,0,0,6 years,0,0
18.689,7.0,17.44,11,0,0.0,89.92307692,15878.76923,675.0,540.0,3,D,3,2,1,9 years,9,0
11.44,3.0,7.790909091,8,0,0.0,64.33846154,11011.15385,834.1666667,715.0,0,B,5,1,1,6 years,0,1
18.249,3.0,31.58,7,0,0.0,60.0,4704.230769,752.9166667,695.0,0,D,3,2,1,2 years,0,1
13.33,19.0,20.98909091,22,0,0.0,67.96153846,37603.84615,607.1590909,560.4545455,3,C,3,1,2,7 years,0,0
7.139,1.0,37.23272727,12,0,0.0,1.6,541.1538462,898.3333333,770.0,1,A,3,0,1,1 year,0,0
6.831,3.0,21.75272727,10,0,0.0,24.46153846,11043.0,800.7575758,686.3636364,3,A,3,1,0,2 years,3,0
15.499,2.0,26.44545455,7,0,0.0,66.5,15336.0,763.75,705.0,0,B,3,2,0,10+ years,0,0
14.65,2.0,14.4,16,0,0.0,31.38461538,23074.61538,995.4545455,796.3636364,0,C,5,2,1,< 1 year,0,0
13.49,4.0,23.96,6,0,0.0,34.5,4639.0,629.3181818,580.9090909,3,C,3,1,1,10+ years,5,0
8.998,4.0,22.54545455,11,0,0.0,9.923076923,4167.0,886.3636364,818.1818182,4,B,5,1,0,10+ years,0,0
17.149,6.0,16.88727273,8,0,0.0,33.34615385,4362.615385,801.1363636,640.9090909,0,D,3,0,2,4 years,0,1
16.416,8.0,24.63,12,0,0.0,90.34615385,42538.84615,669.6969697,618.1818182,0,D,5,2,0,10+ years,4,1
9.16,5.0,5.637272727,7,0,0.0,30.15384615,6387.230769,689.3939394,636.3636364,1,B,3,0,1,1 year,0,0
11.539,9.0,22.14545455,23,0,0.0,45.04615385,33381.38462,893.75,715.0,2,B,3,2,0,10+ years,0,0
13.189,5.0,12.50181818,11,0,0.0,44.07692308,12830.46154,607.1590909,560.4545455,3,C,3,0,1,7 years,0,0
6.67,3.0,19.58727273,16,0,0.0,14.67692308,9945.0,1077.272727,861.8181818,2,A,3,1,0,2 years,0,0
11.89,,10.78181818,10,0,0.0,62.03076923,37871.07692,912.5,730.0,2,B,3,1,1,10+ years,3,0
13.332,6.0,11.3,7,0,0.0,34.8,5510.615385,878.1818182,752.7272727,3,B,3,2,0,,2,0
5.427,4.0,21.43636364,11,0,0.0,53.3,28781.53846,943.75,755.0,3,A,3,2,2,10+ years,4,0
11.358,6.0,22.59,11,0,0.0,70.0,41786.76923,780.0,720.0,2,C,3,1,2,,6,0
8.01,,15.95,12,0,0.0,61.6,9744.923077,845.0,780.0,3,A,3,1,1,2 years,4,0
14.049,10.0,20.11090909,20,0,0.0,32.30769231,12151.38462,649.0909091,556.3636364,2,D,3,0,1,2 years,0,0
7.416,10.0,5.19,23,0,0.0,14.0,24639.69231,945.0,810.0,3,B,3,0,0,4 years,2,0
9.49,4.0,7.101818182,8,0,0.0,51.13846154,13071.69231,598.2954545,552.2727273,3,B,3,0,0,10+ years,0,0
8.679,8.0,5.4,15,2,2.0,33.46153846,9031.0,793.3333333,680.0,2,A,3,1,1,10+ years,4,0
10.296,8.0,26.66181818,12,0,0.0,52.84615385,12272.30769,680.1136364,544.0909091,1,B,3,1,2,10+ years,0,0
12.089,4.0,24.87272727,6,1,1.0,76.98461538,7508.076923,791.8181818,730.9090909,3,B,3,2,2,,2,0
9.67,5.0,14.68636364,7,1,1.0,78.64615385,16803.46154,589.4318182,544.0909091,3,B,3,1,1,9 years,4,0
5.32,7.0,12.84545455,12,0,0.0,56.76923077,54324.23077,647.0454545,597.2727273,0,A,3,0,0,10+ years,4,0
15.05,5.0,12.61,12,1,1.0,35.30769231,9136.615385,871.8181818,747.2727273,1,C,3,2,0,10+ years,0,0
9.441,5.0,26.07272727,13,0,0.0,70.61538462,13548.0,593.8636364,548.1818182,0,B,3,1,1,4 years,0,0
12.591,5.0,10.7,8,0,0.0,49.9,4429.615385,725.8333333,670.0,1,C,3,0,0,9 years,5,0
22.45,12.0,31.20909091,24,0,0.0,69.92307692,24960.0,672.9545455,576.8181818,4,E,5,1,0,10+ years,0,0
22.266,2.0,21.16636364,8,0,0.0,86.6,6634.153846,644.3181818,552.2727273,3,E,3,1,1,3 years,0,0
13.11,6.0,20.88,11,0,0.0,70.06153846,10584.0,772.7272727,618.1818182,1,B,3,0,1,1 year,0,0
14.883,13.0,14.58,14,1,1.0,35.76923077,16145.53846,747.7272727,640.9090909,3,B,3,0,1,7 years,0,0
17.622,10.0,25.44545455,16,0,0.0,74.6,20494.92308,799.1666667,685.0,0,C,5,2,0,10+ years,0,1
13.99,7.0,33.52363636,12,0,0.0,81.11538462,25379.0,644.3181818,552.2727273,3,C,3,2,0,10+ years,5,0
18.55,8.0,23.69090909,19,0,0.0,38.03076923,11755.0,589.4318182,544.0909091,0,E,5,0,1,2 years,0,0
11.565,7.0,12.85,15,0,0.0,49.43076923,14874.23077,704.1666667,650.0,0,B,5,2,1,3 years,4,0
12.639,9.0,11.66363636,16,0,0.0,70.96923077,19230.61538,906.8181818,725.4545455,3,B,3,0,2,10+ years,2,0
18.18,5.0,29.43272727,13,0,0.0,36.83076923,4388.307692,598.2954545,552.2727273,0,E,3,1,0,3 years,0,1
13.849,6.0,19.35272727,10,1,1.0,68.7,9249.692308,654.9242424,604.5454545,1,C,3,2,1,1 year,0,0
13.959,11.0,24.05,24,0,0.0,65.5,13501.0,663.4090909,568.6363636,0,C,5,1,1,3 years,0,0
6.489,3.0,9.0,9,0,0.0,6.9,1111.384615,968.1818182,774.5454545,2,A,3,1,0,< 1 year,4,0
17.171,4.0,20.93,9,0,0.0,39.1,3559.0,710.6060606,609.0909091,1,D,5,2,0,10+ years,0,0
11.061,2.0,4.91,9,0,0.0,16.04615385,2815.0,695.4545455,556.3636364,2,C,3,0,1,3 years,0,0
6.651,5.0,5.154545455,12,0,0.0,23.9,6754.615385,701.5909091,601.3636364,0,A,3,0,0,9 years,0,0
11.997,10.0,10.05454545,23,0,0.0,33.7,9795.692308,846.3636364,725.4545455,0,C,3,2,0,9 years,0,1
26.389,8.0,13.05,9,1,1.0,38.0,12783.07692,843.75,675.0,0,E,3,0,0,1 year,0,1
13.98,4.0,7.1,7,0,0.0,27.11538462,4915.076923,913.6363636,730.9090909,2,C,3,2,0,10+ years,7,0
18.139,5.0,22.02727273,16,0,0.0,51.11538462,15860.0,687.2727273,589.0909091,0,D,5,2,0,10+ years,0,1
13.185,6.0,20.95363636,12,0,0.0,64.89230769,24153.23077,700.0,600.0,0,C,3,2,1,2 years,0,0
9.49,4.0,28.44,15,0,0.0,53.07692308,14062.0,850.9090909,785.4545455,3,B,3,0,1,7 years,4,0
14.031,16.0,24.06272727,21,0,0.0,64.61538462,36180.92308,843.75,675.0,0,C,3,0,1,10+ years,9,1
16.99,3.0,28.37,9,1,0.0,55.26923077,19614.0,684.469697,631.8181818,4,D,5,0,0,9 years,0,0
10.026,2.0,8.627272727,8,0,0.0,35.30769231,21670.92308,1009.090909,807.2727273,0,B,3,1,0,< 1 year,0,0
11.99,8.0,13.04727273,9,0,0.0,42.0,7567.538462,725.8333333,670.0,3,C,3,0,0,5 years,4,0
9.576,8.0,31.04545455,17,0,0.0,27.7,10401.0,934.0909091,747.2727273,3,B,3,0,0,7 years,4,0
22.266,7.0,10.49090909,20,0,0.0,55.38461538,7146.923077,750.0,600.0,0,E,3,2,2,10+ years,0,1
20.933,9.0,15.92727273,43,0,0.0,32.1,45932.30769,780.0,720.0,0,D,3,1,2,2 years,0,1
14.168,7.0,4.745454545,12,0,0.0,33.49230769,12448.84615,650.0,600.0,0,C,5,1,1,8 years,0,1
22.22,11.0,21.42,32,0,0.0,60.09230769,26098.15385,871.8181818,747.2727273,3,E,3,2,0,< 1 year,0,0
8.998,5.0,14.17,11,0,0.0,83.9,17996.53846,620.4545455,572.7272727,2,B,3,0,2,3 years,0,0
11.691,6.0,13.41818182,10,0,0.0,65.36923077,14585.84615,750.0,600.0,1,C,5,0,0,4 years,0,0
8.244,8.0,28.76727273,13,0,0.0,36.9,44431.15385,741.4772727,593.1818182,5,B,5,1,0,< 1 year,0,0
13.585,8.0,21.20909091,13,0,0.0,76.0,9684.0,710.7954545,568.6363636,0,B,3,0,1,2 years,0,0
5.427,2.0,11.64272727,4,0,0.0,46.89230769,23134.46154,956.25,765.0,3,A,3,2,0,10+ years,0,0
25.773,12.0,16.56818182,22,0,0.0,44.03076923,55711.38462,785.9090909,725.4545455,2,F,5,2,0,4 years,0,0
14.3,6.0,11.60909091,11,0,0.0,76.24615385,11585.53846,598.2954545,552.2727273,0,C,3,2,1,< 1 year,0,1
14.031,6.0,10.53636364,7,0,0.0,72.18461538,13286.76923,846.3636364,725.4545455,2,C,3,1,2,7 years,0,0
23.298,5.0,32.79090909,12,0,0.0,111.4615385,17576.0,663.4090909,568.6363636,1,E,5,2,0,10+ years,2,0
12.177,8.0,14.98181818,16,0,0.0,53.73846154,30121.15385,845.8333333,725.0,0,B,5,1,1,10+ years,0,0
7.348,2.0,15.59,5,0,0.0,116.1923077,67776.0,731.8181818,627.2727273,0,A,3,1,0,9 years,0,1
20.075,9.0,40.26545455,15,0,0.0,42.4,9824.769231,758.3333333,700.0,0,E,5,0,2,7 years,4,1
11.691,4.0,31.8,7,0,0.0,65.4,20703.84615,704.1666667,650.0,0,C,3,1,0,6 years,4,0
17.622,26.0,23.67,37,0,0.0,59.3,119021.5385,761.3636364,609.0909091,0,C,3,1,1,10+ years,4,1
6.201,6.0,14.88272727,11,0,0.0,40.15384615,29155.53846,699.2424242,645.4545455,2,A,3,1,0,6 years,0,0
10.175,3.0,9.536363636,7,0,0.0,29.72307692,9925.384615,710.7954545,568.6363636,1,A,3,2,2,8 years,0,0
16.99,4.0,3.84,9,1,1.0,28.21538462,5231.538462,927.2727273,741.8181818,3,D,3,2,0,10+ years,0,0
18.24,8.0,18.67909091,11,0,0.0,48.3,12474.0,793.3333333,680.0,3,D,3,0,2,4 years,0,0
13.33,4.0,17.71363636,6,0,0.0,82.4,13087.38462,787.5,675.0,2,C,5,2,1,< 1 year,4,0
10.989,10.0,17.38636364,17,0,0.0,24.80769231,21683.0,818.1818182,654.5454545,5,B,5,2,0,,4,0
15.05,,11.76,9,0,0.0,49.84615385,11820.0,669.6969697,618.1818182,1,D,3,2,0,6 years,0,0
16.841,5.0,26.97818182,11,1,1.0,52.44615385,11046.0,611.5909091,564.5454545,0,C,3,0,2,7 years,0,0
10.296,3.0,2.945454545,8,1,0.0,26.06153846,7745.538462,865.4545455,741.8181818,2,B,3,0,1,10+ years,0,0
12.683,3.0,22.04,22,0,0.0,45.69230769,6539.0,816.6666667,700.0,3,B,3,0,1,3 years,0,0
15.426,3.0,9.96,4,0,0.0,80.0,8274.0,809.5454545,747.2727273,5,D,5,2,1,3 years,0,0
7.362,9.0,17.73818182,11,1,0.0,37.15384615,9787.384615,620.4545455,572.7272727,3,B,3,1,1,10+ years,0,0
7.139,6.0,6.436363636,18,0,0.0,17.9,9082.0,736.3636364,589.0909091,3,A,3,0,1,2 years,0,0
7.551,10.0,29.53090909,14,0,0.0,43.07692308,11736.0,868.75,695.0,3,B,3,2,0,,0,0
12.99,3.0,16.95454545,6,3,0.0,88.2,3907.384615,780.0,720.0,0,C,3,2,0,,5,1
8.679,3.0,11.30727273,10,0,0.0,53.2,5331.692308,784.0909091,627.2727273,0,A,3,0,0,2 years,2,0
6.89,6.0,14.19,10,0,0.0,89.38461538,51607.38462,784.0909091,627.2727273,0,A,3,1,0,10+ years,4,0
7.59,3.0,19.58181818,8,0,0.0,22.06153846,6178.846154,975.0,780.0,0,A,3,1,1,< 1 year,0,0
18.997,7.0,18.28636364,15,0,0.0,90.24615385,18343.38462,913.6363636,730.9090909,0,C,3,1,1,2 years,0,0
8.253,2.0,18.9,8,0,0.0,45.96923077,7348.615385,731.25,585.0,0,B,3,0,0,3 years,0,0
6.615,5.0,31.95,9,1,1.0,57.1,8971.0,839.0909091,774.5454545,0,A,3,0,0,6 years,0,0
17.919,5.0,10.01454545,13,2,2.0,15.69230769,800.0,831.25,665.0,0,D,3,2,2,10+ years,0,1
5.841,6.0,17.59636364,13,0,0.0,71.50769231,31971.69231,910.0,780.0,0,A,3,1,0,3 years,4,0
17.38,8.0,19.28,10,1,1.0,69.13846154,13820.76923,900.0,720.0,0,C,3,0,0,10+ years,0,0
21.164,2.0,27.22090909,5,0,0.0,60.52307692,3788.307692,875.0,700.0,0,E,5,1,0,7 years,0,0
12.49,6.0,19.84363636,11,0,0.0,64.38461538,8654.769231,664.7727273,613.6363636,0,B,3,2,1,< 1 year,4,0
15.389,9.0,19.49454545,20,0,0.0,57.23076923,58071.92308,710.7954545,568.6363636,0,C,5,2,0,6 years,4,0
12.591,5.0,23.89090909,7,0,0.0,63.87692308,3650.769231,799.1666667,685.0,0,C,3,1,0,5 years,4,0
12.089,6.0,34.92,10,1,1.0,39.04615385,13715.07692,675.0,540.0,0,B,3,1,0,10+ years,0,0
12.42,,16.33090909,8,0,0.0,72.64615385,26883.46154,689.3939394,636.3636364,0,B,3,1,1,2 years,0,0
18.18,5.0,21.75272727,8,0,0.0,29.72307692,6391.153846,763.6363636,654.5454545,0,D,5,2,1,< 1 year,0,1
14.839,4.0,23.96454545,10,0,0.0,67.84615385,13767.38462,778.4090909,622.7272727,0,C,3,2,1,2 years,5,1
7.612,5.0,21.34,14,0,0.0,21.78461538,14672.0,995.4545455,796.3636364,0,A,3,0,1,5 years,0,0
11.99,3.0,11.41818182,12,0,0.0,22.1,7111.384615,650.0,600.0,0,C,3,1,0,10+ years,0,0
9.17,9.0,13.28181818,18,0,0.0,42.5,54246.92308,868.6363636,801.8181818,0,B,3,1,1,7 years,0,0
22.35,6.0,20.52,21,0,0.0,49.0,13580.0,684.469697,631.8181818,0,E,5,1,1,4 years,0,1
8.085,4.0,9.122727273,10,0,0.0,11.63076923,4202.307692,767.0454545,613.6363636,0,A,3,0,2,1 year,0,0
15.59,6.0,29.59090909,10,0,0.0,45.87692308,5788.846154,799.1666667,685.0,0,D,3,1,1,7 years,0,0
17.991,5.0,32.99,8,0,0.0,71.0,8440.384615,846.3636364,725.4545455,0,E,3,2,1,10+ years,0,0
14.16,2.0,2.0,13,0,0.0,74.30769231,5128.846154,649.0909091,556.3636364,0,C,3,2,1,1 year,0,0
20.339,3.0,10.83,5,0,0.0,56.9,9737.538462,781.6666667,670.0,0,D,3,1,1,4 years,0,0
13.59,4.0,20.22727273,9,0,0.0,93.0,11380.38462,747.5,690.0,0,C,3,0,1,2 years,4,1
8.679,5.0,10.61454545,9,0,0.0,29.26153846,5662.461538,761.3636364,609.0909091,0,A,3,1,2,,4,0
12.744,2.0,27.13090909,9,0,0.0,25.15384615,2680.461538,787.5,675.0,0,C,3,0,0,10+ years,2,1
12.29,6.0,20.36727273,11,0,0.0,48.2,5732.307692,731.25,675.0,0,C,5,1,1,< 1 year,4,0
14.663,3.0,21.96363636,7,0,0.0,89.8,4446.615385,736.6666667,680.0,0,C,3,1,1,9 years,0,1
27.441,2.0,27.10909091,6,1,1.0,80.19230769,6010.384615,593.8636364,548.1818182,0,F,3,2,1,3 years,6,1
11.511,6.0,26.21454545,18,2,0.0,50.2,16422.0,680.1136364,544.0909091,3,C,3,1,0,< 1 year,0,0
12.69,5.0,28.26363636,12,1,1.0,65.3,5843.076923,920.4545455,736.3636364,3,C,3,2,0,10+ years,2,0
18.25,4.0,23.61818182,8,0,0.0,49.9,8378.461538,852.7272727,730.9090909,0,D,3,2,1,4 years,3,1
11.691,3.0,39.84,5,0,0.0,85.0,21286.46154,781.6666667,670.0,3,C,3,2,1,6 years,4,0
19.341,0.0,27.85090909,6,1,1.0,0.0,0.0,650.0,600.0,3,D,3,2,2,8 years,0,0
14.049,4.0,25.85454545,11,0,0.0,51.23076923,42005.38462,875.0,700.0,3,C,3,1,2,10+ years,0,0
10.323,2.0,12.70909091,3,0,0.0,63.6,3523.846154,731.25,585.0,0,B,3,2,1,< 1 year,0,0
10.989,3.0,15.88090909,7,0,0.0,51.3,28139.0,726.1363636,580.9090909,3,B,3,1,1,10+ years,0,0
16.29,9.0,22.73454545,13,0,0.0,84.75384615,9572.769231,585.0,540.0,0,C,3,0,0,6 years,0,1
6.523,2.0,22.96,9,0,0.0,9.5,1513.846154,866.6666667,800.0,1,A,3,1,0,2 years,0,0
15.99,5.0,24.45,12,0,0.0,58.58461538,5035.692308,634.7727273,544.0909091,4,C,5,1,1,3 years,0,0
12.141,5.0,4.868181818,9,0,0.0,46.4,8696.153846,850.0,680.0,0,C,3,1,1,< 1 year,0,1
10.076,8.0,29.14545455,11,0,0.0,99.23076923,9158.153846,913.6363636,730.9090909,0,B,3,2,2,10+ years,0,0
8.253,5.0,7.243636364,6,0,0.0,34.98461538,4455.0,780.0,720.0,0,B,3,0,1,4 years,0,1
15.939,9.0,16.2,14,0,0.0,67.73846154,19240.0,852.7272727,730.9090909,2,C,3,1,1,< 1 year,5,0
12.001,8.0,19.56363636,15,0,0.0,54.18461538,13083.0,630.0,540.0,1,B,3,2,0,10+ years,0,0
17.76,7.0,29.79,17,0,0.0,91.84615385,21020.30769,772.7272727,618.1818182,2,D,5,2,0,< 1 year,0,0
