total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,use,post_code,region,debt_loan_ratio,app_type,isDefault
28636.36364,5,15.31,838.36,C,普通企业,金融业,10+ years,0,4,71,9,15.66818182,0,0
5000.0,3,10.74,163.08,B,普通企业,住宿和餐饮业,10+ years,0,4,277,8,16.72,0,1
38181.81818,3,16.91,1246.28,C,普通企业,住宿和餐饮业,< 1 year,1,0,171,8,15.36363636,0,0
4363.636364,3,7.689,123.5,A,普通企业,金融业,3 years,1,4,53,19,14.93636364,0,0
12727.27273,3,14.65,482.92,C,上市企业,批发和零售业,10+ years,1,0,251,8,10.43181818,0,0
15545.45455,3,14.418,668.18,C,普通企业,建筑业,10+ years,1,0,465,19,27.9,0,0
23636.36364,5,15.61,482.23,D,政府机构,建筑业,5 years,1,0,649,46,31.77818182,0,0
17727.27273,3,14.784,508.6,C,政府机构,金融业,10+ years,1,0,401,24,18.09,0,0
5909.090909,3,8.94,158.86,A,政府机构,文化和体育业,6 years,1,0,170,23,6.13,0,0
9809.090909,3,9.891,271.7,B,政府机构,住宿和餐饮业,3 years,1,4,9,7,14.84545455,0,0
8727.272727,3,14.391,281.22,C,普通企业,金融业,,0,5,97,12,34.95,0,0
13090.90909,3,14.839,407.17,C,普通企业,公共服务、社会组织,10+ years,0,0,590,8,24.83181818,0,0
20000.0,3,11.48,659.33,B,普通企业,电力、热力生产供应业,4 years,1,0,506,29,13.15636364,0,0
28636.36364,3,15.993,1261.3,D,普通企业,电力、热力生产供应业,10+ years,1,0,225,18,29.11818182,0,0
26181.81818,3,7.029,734.38,A,普通企业,住宿和餐饮业,4 years,1,0,57,9,13.58,0,0
5890.909091,3,13.519,240.15,C,普通企业,住宿和餐饮业,4 years,1,0,226,21,39.15,0,0
3625.0,3,22.539,135.63,E,上市企业,公共服务、社会组织,3 years,0,0,375,2,13.14,0,0
11818.18182,5,19.536,252.64,D,政府机构,交通运输、仓储和邮政业,10+ years,0,9,196,14,15.96272727,0,0
7363.636364,3,13.49,305.38,C,幼教与中小学校,住宿和餐饮业,1 year,1,4,568,0,18.63,0,1
19636.36364,5,14.031,433.82,D,世界五百强,公共服务、社会组织,10+ years,2,0,373,13,24.77454545,0,0
8727.272727,3,11.466,268.56,C,政府机构,金融业,,0,4,275,8,44.04545455,1,0
5563.636364,3,16.99,242.41,D,普通企业,金融业,9 years,1,8,62,13,24.32454545,0,0
32727.27273,3,7.07,927.28,A,普通企业,房地产业,10+ years,2,4,62,13,14.58818182,0,1
14481.81818,3,12.639,583.6,B,高等教育机构,文化和体育业,10+ years,0,4,64,14,22.68,1,0
2454.545455,3,15.31,104.46,C,普通企业,制造业,2 years,0,2,313,43,11.85454545,0,0
8509.090909,3,13.882,241.29,C,普通企业,房地产业,10+ years,0,5,107,30,16.52727273,0,0
11515.90909,5,21.087,400.27,F,政府机构,公共服务、社会组织,10+ years,1,4,113,22,15.14181818,0,1
7681.818182,3,15.04,293.09,C,普通企业,信息传输、软件和信息技术服务业,10+ years,0,0,249,36,54.70909091,1,1
4363.636364,5,10.791,88.96,B,普通企业,金融业,< 1 year,1,0,31,2,26.37818182,0,1
7036.363636,3,16.489,298.08,C,政府机构,电力、热力生产供应业,7 years,1,4,465,19,30.06545455,0,0
12000.0,3,15.813,431.25,D,普通企业,金融业,2 years,1,0,124,13,29.47,0,0
13636.36364,3,18.205,442.87,D,幼教与中小学校,信息传输、软件和信息技术服务业,5 years,1,4,162,2,15.86454545,0,0
5909.090909,3,20.889,183.26,D,普通企业,采矿业,3 years,2,2,27,12,34.35454545,0,0
18909.09091,3,13.041,550.66,C,政府机构,制造业,9 years,0,0,185,3,34.36363636,0,0
13090.90909,3,9.17,510.07,B,普通企业,信息传输、软件和信息技术服务业,5 years,0,2,203,30,12.81818182,0,0
10375.0,3,10.908,345.2,B,上市企业,住宿和餐饮业,10+ years,0,0,27,12,12.49090909,0,0
5727.272727,3,9.064,220.14,B,普通企业,公共服务、社会组织,10+ years,0,0,190,17,5.170909091,0,0
4909.090909,3,8.39,189.1,B,世界五百强,采矿业,10+ years,0,2,78,19,15.28,0,0
5318.181818,3,11.49,214.32,B,幼教与中小学校,公共服务、社会组织,,1,0,112,23,19.72363636,0,0
16363.63636,3,10.701,497.46,B,政府机构,文化和体育业,10+ years,0,4,705,19,6.163636364,0,0
11227.27273,3,6.89,292.86,A,高等教育机构,建筑业,5 years,0,0,526,20,10.03909091,0,0
31818.18182,5,19.791,966.47,F,政府机构,电力、热力生产供应业,1 year,0,0,304,8,19.33363636,0,1
8181.818182,3,12.089,245.51,B,政府机构,采矿业,< 1 year,1,0,99,8,23.41818182,0,1
10909.09091,3,5.32,301.15,A,政府机构,国际组织,6 years,1,5,124,13,11.64,0,0
19636.36364,3,9.891,589.22,B,政府机构,金融业,4 years,0,0,109,21,16.26,0,0
10636.36364,3,9.17,286.92,B,幼教与中小学校,国际组织,,1,5,54,28,18.37272727,0,0
9777.272727,3,12.591,408.37,C,普通企业,交通运输、仓储和邮政业,5 years,1,0,455,13,4.33,0,1
22727.27273,3,11.421,838.63,C,普通企业,公共服务、社会组织,10+ years,1,0,134,8,14.13,0,0
8181.818182,5,20.075,255.3,E,普通企业,交通运输、仓储和邮政业,10+ years,0,0,577,3,4.681818182,0,0
2540.909091,3,7.9,67.28,A,普通企业,批发和零售业,10+ years,0,0,121,14,7.172727273,0,0
22543.18182,5,16.841,456.91,C,幼教与中小学校,金融业,,1,4,141,13,22.93636364,0,0
17450.0,5,20.02,445.02,E,幼教与中小学校,房地产业,< 1 year,1,0,290,18,15.03636364,0,0
44790.90909,3,9.675,1236.32,B,世界五百强,房地产业,6 years,0,2,525,47,17.98363636,0,0
2181.818182,3,12.79,80.63,C,普通企业,金融业,2 years,1,0,143,8,3.318181818,0,0
5454.545455,3,15.917,172.04,C,普通企业,住宿和餐饮业,3 years,0,0,79,2,7.245454545,0,0
23000.0,3,10.989,742.04,B,普通企业,公共服务、社会组织,10+ years,0,0,641,13,23.01818182,0,1
17727.27273,3,18.675,563.21,E,政府机构,信息传输、软件和信息技术服务业,2 years,1,0,282,7,44.60909091,0,1
12000.0,3,6.89,369.93,A,世界五百强,建筑业,10+ years,1,4,402,0,14.95636364,0,0
4727.272727,3,9.229,126.07,A,幼教与中小学校,公共服务、社会组织,1 year,1,5,99,8,15.92727273,0,0
28363.63636,5,12.584,527.1,B,政府机构,金融业,1 year,0,2,245,26,4.77,0,0
15709.09091,5,9.135,409.37,B,政府机构,公共服务、社会组织,3 years,1,4,309,30,25.89545455,0,0
8272.727273,3,15.59,244.69,C,普通企业,批发和零售业,9 years,1,4,51,13,13.50818182,0,0
28636.36364,3,13.959,1174.07,C,幼教与中小学校,交通运输、仓储和邮政业,10+ years,0,0,786,5,19.21818182,0,0
7000.0,3,5.32,210.81,A,普通企业,建筑业,3 years,0,0,230,2,6.31,0,0
24000.0,5,17.589,583.51,C,普通企业,公共服务、社会组织,10+ years,0,0,408,14,32.12727273,0,0
4363.636364,3,15.31,167.13,C,政府机构,电力、热力生产供应业,3 years,1,4,441,9,13.44,0,0
17454.54545,3,7.029,489.59,A,普通企业,建筑业,1 year,1,0,335,8,25.99090909,0,0
9163.636364,3,5.42,337.8,A,普通企业,金融业,1 year,0,4,109,21,2.89,0,0
36340.90909,3,15.813,1105.07,D,上市企业,国际组织,10+ years,1,0,467,5,30.51272727,0,0
2454.545455,3,18.06,108.55,D,世界五百强,文化和体育业,10+ years,0,9,196,14,23.43272727,0,0
14181.81818,3,8.998,377.04,B,普通企业,住宿和餐饮业,10+ years,0,0,72,10,14.19090909,0,0
18909.09091,3,10.42,519.44,B,世界五百强,电力、热力生产供应业,,0,4,408,14,18.98,0,1
12000.0,3,14.949,373.77,C,世界五百强,采矿业,2 years,0,0,76,26,14.28,0,0
15127.27273,5,10.49,275.06,B,普通企业,制造业,8 years,0,0,367,45,9.55,0,1
1227.272727,3,11.39,49.39,B,普通企业,建筑业,5 years,1,0,97,12,10.7,0,1
7272.727273,3,12.99,269.52,C,世界五百强,文化和体育业,10+ years,0,2,798,42,31.27272727,0,0
23252.27273,5,16.59,484.65,D,政府机构,公共服务、社会组织,10+ years,1,0,140,8,18.96363636,0,0
21272.72727,5,27.441,587.8,F,世界五百强,金融业,10+ years,0,9,176,3,16.73181818,0,0
29545.45455,3,12.591,854.32,C,政府机构,电力、热力生产供应业,10+ years,0,5,23,9,39.21818182,0,0
18350.0,3,19.646,662.11,D,政府机构,采矿业,10+ years,0,0,446,36,17.95909091,0,1
14727.27273,3,14.049,629.37,D,高等教育机构,公共服务、社会组织,1 year,1,4,25,13,24.73636364,0,0
7000.0,3,13.041,240.92,C,普通企业,信息传输、软件和信息技术服务业,,1,5,17,13,20.59636364,0,0
8509.090909,3,11.799,242.98,B,高等教育机构,金融业,5 years,1,0,172,13,28.01454545,0,0
5890.909091,3,5.427,219.14,A,世界五百强,房地产业,10+ years,0,2,134,8,7.690909091,0,0
2454.545455,3,10.439,96.09,B,上市企业,文化和体育业,5 years,1,5,215,8,14.24,0,0
15000.0,3,5.852,451.73,A,上市企业,信息传输、软件和信息技术服务业,10+ years,2,4,74,30,32.42181818,0,0
16363.63636,5,15.389,348.95,C,普通企业,文化和体育业,10+ years,2,4,35,14,10.63636364,0,0
17454.54545,5,13.779,383.25,C,普通企业,建筑业,,1,4,499,13,12.87272727,0,0
3781.818182,3,6.048,98.4,A,普通企业,信息传输、软件和信息技术服务业,2 years,1,0,325,30,6.17,0,0
3000.0,3,15.31,104.46,C,世界五百强,公共服务、社会组织,10+ years,1,0,251,8,35.36727273,0,1
7500.0,3,7.689,231.55,A,普通企业,住宿和餐饮业,1 year,1,0,187,9,4.390909091,0,0
12000.0,3,11.49,395.66,B,世界五百强,电力、热力生产供应业,10+ years,1,0,124,13,27.09,0,0
10909.09091,3,8.775,321.5,B,普通企业,金融业,6 years,1,4,29,19,9.580909091,0,0
15363.63636,5,11.331,293.07,C,普通企业,公共服务、社会组织,1 year,1,4,515,47,4.524545455,0,1
5454.545455,3,10.99,163.67,B,世界五百强,信息传输、软件和信息技术服务业,,0,0,146,23,1.063636364,0,1
27272.72727,3,11.421,838.63,C,幼教与中小学校,国际组织,4 years,2,4,32,21,30.05454545,0,0
13636.36364,3,17.149,436.94,C,普通企业,房地产业,< 1 year,1,4,322,13,26.47,0,0
20000.0,3,15.291,712.96,D,普通企业,信息传输、软件和信息技术服务业,10+ years,0,0,460,27,11.22727273,0,0
6136.363636,3,9.99,241.97,B,世界五百强,金融业,1 year,1,1,271,35,1.44,0,0
8361.363636,3,19.03,259.45,D,上市企业,住宿和餐饮业,4 years,1,3,153,11,23.20363636,0,1
2945.454545,3,13.44,122.07,C,幼教与中小学校,制造业,4 years,1,10,29,19,24.52363636,0,0
7636.363636,3,10.791,232.47,B,政府机构,电力、热力生产供应业,2 years,2,3,614,3,15.48,0,1
5495.454545,3,12.591,158.91,C,高等教育机构,信息传输、软件和信息技术服务业,10+ years,1,0,267,27,15.81818182,0,1
3636.363636,3,15.378,136.68,C,政府机构,住宿和餐饮业,9 years,1,0,234,42,6.021818182,0,1
36000.0,3,20.3,1231.45,E,政府机构,住宿和餐饮业,10+ years,0,0,203,30,6.927272727,0,0
5909.090909,3,12.99,168.45,C,政府机构,住宿和餐饮业,5 years,0,2,19,14,10.16,0,0
18436.36364,3,13.189,518.07,B,政府机构,金融业,4 years,0,0,311,2,16.86363636,0,0
17727.27273,5,12.99,341.22,C,普通企业,公共服务、社会组织,6 years,1,4,195,38,18.94090909,0,1
22909.09091,5,25.289,789.18,F,政府机构,住宿和餐饮业,6 years,0,5,401,24,8.901818182,0,0
17325.0,3,11.99,575.36,B,幼教与中小学校,制造业,10+ years,0,0,161,14,9.490909091,0,1
26181.81818,5,9.75,675.98,B,普通企业,信息传输、软件和信息技术服务业,9 years,0,0,115,8,11.97,0,0
5909.090909,3,11.47,214.26,B,普通企业,国际组织,4 years,1,4,628,24,6.909090909,0,1
38181.81818,3,13.11,1181.15,B,世界五百强,国际组织,3 years,0,0,222,12,13.18,0,1
11818.18182,3,15.037,340.18,B,政府机构,金融业,< 1 year,1,0,80,21,29.58545455,0,0
2954.545455,3,13.99,85.44,C,世界五百强,文化和体育业,4 years,1,5,134,8,35.75454545,0,0
20945.45455,3,11.421,644.07,C,普通企业,采矿业,10+ years,1,4,116,14,18.58090909,0,1
5454.545455,3,9.229,189.1,B,普通企业,金融业,< 1 year,1,8,309,30,18.82909091,0,0
10909.09091,3,8.9,317.54,A,上市企业,住宿和餐饮业,2 years,1,0,614,3,29.89,0,0
24818.18182,5,12.99,477.71,C,普通企业,文化和体育业,10+ years,1,0,188,23,11.96181818,0,0
10909.09091,3,11.49,395.66,B,上市企业,制造业,10+ years,0,0,204,24,9.376363636,0,0
1636.363636,3,30.65,85.62,F,上市企业,信息传输、软件和信息技术服务业,< 1 year,1,0,127,13,12.16,0,0
7090.909091,3,13.739,200.7,B,普通企业,采矿业,6 years,1,4,52,19,20.64272727,0,0
1363.636364,3,14.839,50.9,C,幼教与中小学校,房地产业,10+ years,0,4,120,21,30.69818182,0,0
13000.0,5,20.724,336.09,E,世界五百强,电力、热力生产供应业,< 1 year,1,0,79,2,17.42727273,0,0
24000.0,5,13.189,533.75,B,幼教与中小学校,房地产业,1 year,0,2,161,14,16.83272727,0,0
24818.18182,5,9.378,450.55,B,高等教育机构,金融业,< 1 year,2,0,635,3,16.29818182,1,0
28636.36364,5,23.265,949.83,E,普通企业,住宿和餐饮业,6 years,0,0,690,2,16.76727273,0,1
10754.54545,3,6.363,281.28,A,上市企业,房地产业,10+ years,0,4,232,13,15.38181818,0,0
8181.818182,5,19.327,251.61,D,世界五百强,农、林、牧、渔业,3 years,0,0,639,37,25.02545455,0,1
5454.545455,3,10.99,163.67,B,世界五百强,电力、热力生产供应业,10+ years,1,0,141,13,14.52727273,0,0
25500.0,5,15.488,594.4,C,世界五百强,建筑业,4 years,0,4,200,22,19.62,0,0
12000.0,3,8.39,378.2,A,普通企业,信息传输、软件和信息技术服务业,1 year,0,0,67,19,14.88272727,0,0
12727.27273,3,14.08,479.04,C,普通企业,金融业,< 1 year,2,0,25,13,4.369090909,0,1
10609.09091,3,14.16,333.14,C,普通企业,建筑业,8 years,0,4,143,8,15.89454545,0,0
24906.81818,5,18.25,538.04,E,普通企业,农、林、牧、渔业,2 years,1,0,13,10,19.52727273,0,0
9500.0,3,7.777,293.64,A,上市企业,文化和体育业,1 year,1,0,76,26,12.14,0,0
23636.36364,3,7.12,618.64,A,政府机构,公共服务、社会组织,4 years,0,0,48,10,5.08,0,1
13636.36364,3,7.362,471.3,B,政府机构,住宿和餐饮业,10+ years,0,0,171,8,11.96181818,0,1
41363.63636,3,16.99,1247.68,D,普通企业,金融业,6 years,0,0,149,22,27.99272727,0,0
16363.63636,3,22.266,792.45,E,世界五百强,金融业,10+ years,0,0,265,7,18.69,0,0
10909.09091,3,8.19,377.09,A,幼教与中小学校,文化和体育业,10+ years,2,0,326,17,24.84818182,0,0
7272.727273,3,8.18,251.36,B,普通企业,住宿和餐饮业,10+ years,0,4,639,37,3.69,0,0
27272.72727,5,16.59,615.82,D,上市企业,电力、热力生产供应业,10+ years,0,9,111,8,8.05,0,0
2500.0,3,5.42,75.4,A,普通企业,信息传输、软件和信息技术服务业,2 years,0,3,480,8,8.76,0,0
4750.0,5,13.185,112.14,C,上市企业,文化和体育业,8 years,0,2,584,13,20.21,0,0
3272.727273,3,6.516,123.95,A,普通企业,房地产业,10+ years,0,0,720,0,30.06545455,0,0
17454.54545,3,8.679,500.58,A,普通企业,电力、热力生产供应业,5 years,2,4,453,14,38.8,0,0
27272.72727,5,19.327,629.01,D,普通企业,房地产业,10+ years,0,0,166,8,26.33,0,0
35454.54545,5,24.695,836.27,E,政府机构,批发和零售业,,2,5,433,14,18.94909091,0,1
6025.0,3,14.46,207.27,C,普通企业,文化和体育业,10+ years,1,0,42,26,13.92,0,0
13090.90909,5,13.869,288.07,D,政府机构,文化和体育业,1 year,0,4,310,24,24.81818182,0,0
7090.909091,3,15.543,214.73,D,政府机构,交通运输、仓储和邮政业,10+ years,2,2,146,23,18.65454545,0,0
4909.090909,3,10.791,199.26,C,政府机构,建筑业,2 years,1,5,565,14,17.98363636,0,0
26181.81818,3,8.253,765.1,B,普通企业,住宿和餐饮业,9 years,1,4,140,8,10.32,0,0
21818.18182,3,7.641,631.26,B,普通企业,电力、热力生产供应业,10+ years,1,4,127,13,22.61454545,0,0
10909.09091,3,5.32,301.15,A,普通企业,电力、热力生产供应业,,2,2,248,11,9.949090909,0,0
10636.36364,3,10.179,295.98,B,普通企业,公共服务、社会组织,1 year,0,10,91,7,21.72272727,0,0
23636.36364,3,9.675,652.41,B,上市企业,公共服务、社会组织,10+ years,0,0,471,42,23.81454545,0,0
12800.0,3,14.289,431.23,C,普通企业,公共服务、社会组织,2 years,0,0,387,19,20.73,0,0
18675.0,5,22.539,499.88,E,上市企业,批发和零售业,1 year,0,0,315,23,16.87272727,0,1
11454.54545,5,11.151,314.19,C,幼教与中小学校,住宿和餐饮业,,0,0,456,21,15.0,0,0
7272.727273,3,11.67,264.46,B,幼教与中小学校,住宿和餐饮业,4 years,1,0,314,0,25.98545455,0,0
3409.090909,3,8.382,116.86,A,普通企业,金融业,5 years,0,0,194,38,5.113636364,0,1
13090.90909,3,10.377,527.85,B,普通企业,农、林、牧、渔业,9 years,2,0,135,33,38.01,0,0
5318.181818,3,8.767,203.6,A,政府机构,信息传输、软件和信息技术服务业,10+ years,0,0,832,24,31.14545455,0,0
7090.909091,3,14.839,203.59,C,普通企业,农、林、牧、渔业,2 years,1,0,608,0,21.76363636,0,0
11781.81818,3,26.389,423.66,E,上市企业,文化和体育业,1 year,1,0,512,21,32.01,0,0
15000.0,3,6.49,459.67,A,政府机构,文化和体育业,10+ years,0,4,690,2,5.94,0,0
18181.81818,3,10.725,643.0,B,普通企业,农、林、牧、渔业,10+ years,1,0,190,17,15.09818182,0,0
11818.18182,3,12.584,329.48,B,世界五百强,金融业,10+ years,2,5,62,13,4.810909091,0,0
38181.81818,5,9.16,729.27,B,政府机构,建筑业,1 year,0,4,74,30,17.38909091,0,0
41363.63636,5,10.503,772.74,B,普通企业,建筑业,10+ years,0,4,64,14,7.707272727,0,0
13090.90909,3,14.09,410.66,B,普通企业,制造业,1 year,1,0,62,13,20.46363636,0,0
18054.54545,3,14.421,558.52,B,政府机构,电力、热力生产供应业,4 years,1,0,309,30,7.445454545,0,0
2700.0,3,10.37,107.06,B,普通企业,住宿和餐饮业,7 years,1,1,640,17,5.47,0,0
11590.90909,3,11.99,352.86,B,幼教与中小学校,批发和零售业,7 years,0,4,338,4,4.999090909,0,0
8181.818182,3,9.81,326.92,B,幼教与中小学校,文化和体育业,10+ years,0,0,254,33,9.981818182,0,0
21000.0,5,20.075,536.13,D,普通企业,农、林、牧、渔业,4 years,1,0,99,8,18.43,0,0
11345.45455,3,10.341,316.53,B,政府机构,制造业,2 years,0,0,667,42,18.1,0,0
16800.0,5,33.869,551.72,G,普通企业,农、林、牧、渔业,10+ years,0,0,235,8,52.68,1,0
30000.0,5,17.171,795.68,D,政府机构,建筑业,2 years,0,4,121,14,17.09,0,0
19963.63636,5,17.38,443.08,C,普通企业,农、林、牧、渔业,< 1 year,1,0,143,8,11.61818182,0,0
3272.727273,3,11.421,100.64,C,上市企业,金融业,8 years,0,2,157,8,17.79090909,0,1
9090.909091,5,19.99,264.89,E,普通企业,制造业,2 years,1,0,144,5,40.13,0,1
8181.818182,3,7.362,314.2,B,政府机构,公共服务、社会组织,,2,4,275,8,10.40727273,0,1
17181.81818,3,11.539,682.46,B,政府机构,住宿和餐饮业,,0,0,120,21,17.10545455,0,1
17993.18182,5,18.18,405.07,E,政府机构,建筑业,1 year,2,4,360,0,25.61727273,0,1
18081.81818,5,13.519,342.59,C,普通企业,制造业,4 years,0,0,185,3,20.12727273,0,0
17727.27273,3,12.089,491.01,B,上市企业,制造业,< 1 year,0,4,126,38,25.01181818,0,0
10800.0,5,17.171,318.27,D,普通企业,批发和零售业,10+ years,0,4,148,11,39.49,0,0
19636.36364,5,12.12,535.33,B,政府机构,交通运输、仓储和邮政业,7 years,0,4,232,13,12.52,0,1
6545.454545,3,11.49,197.83,B,上市企业,制造业,2 years,1,0,222,12,20.79,0,0
2100.0,3,13.189,69.75,C,上市企业,制造业,< 1 year,1,5,175,14,9.310909091,0,0
12727.27273,5,16.425,357.42,E,政府机构,公共服务、社会组织,2 years,0,4,97,12,16.36363636,0,1
6000.0,3,11.997,203.12,C,上市企业,文化和体育业,5 years,0,0,131,6,28.65818182,0,0
21272.72727,3,10.332,593.4,B,政府机构,金融业,8 years,1,0,116,14,20.98909091,0,0
8886.363636,3,20.075,354.62,E,普通企业,批发和零售业,10+ years,0,0,493,42,38.61,0,0
10500.0,3,18.18,391.29,E,普通企业,农、林、牧、渔业,5 years,1,7,309,30,19.48,0,0
3272.727273,3,13.67,136.08,C,政府机构,交通运输、仓储和邮政业,10+ years,1,0,502,7,22.05,0,0
9090.909091,3,9.891,327.34,B,政府机构,电力、热力生产供应业,7 years,0,0,91,7,23.73818182,0,0
11818.18182,3,11.691,336.9,B,普通企业,农、林、牧、渔业,5 years,1,4,195,38,11.31545455,0,1
3272.727273,3,17.928,148.5,D,普通企业,金融业,5 years,1,0,131,6,13.04,0,0
28636.36364,5,26.488,1008.51,F,幼教与中小学校,信息传输、软件和信息技术服务业,10+ years,1,0,214,41,18.45818182,0,0
12727.27273,3,7.667,432.09,A,普通企业,建筑业,2 years,1,4,435,36,17.55,0,1
4000.0,3,5.852,120.46,A,普通企业,文化和体育业,3 years,0,2,174,7,13.19,0,0
4545.454545,3,6.89,154.14,A,普通企业,文化和体育业,4 years,1,0,17,13,6.308181818,0,0
5768.181818,3,15.984,254.03,D,普通企业,国际组织,10+ years,0,0,47,17,29.16,0,1
8181.818182,5,17.57,251.61,D,高等教育机构,金融业,< 1 year,1,0,51,13,3.927272727,0,0
9218.181818,3,17.568,311.97,E,普通企业,公共服务、社会组织,9 years,0,0,121,14,9.152727273,0,1
14727.27273,3,9.702,587.43,B,普通企业,住宿和餐饮业,10+ years,0,0,407,10,16.24,0,0
22727.27273,3,17.091,916.28,D,普通企业,信息传输、软件和信息技术服务业,2 years,1,0,238,22,12.79,0,1
26181.81818,5,14.661,587.34,C,普通企业,建筑业,10+ years,0,4,97,12,4.851818182,0,0
5454.545455,3,12.584,164.74,B,政府机构,金融业,10+ years,0,9,582,14,8.645454545,0,0
12272.72727,3,8.991,483.94,B,上市企业,农、林、牧、渔业,10+ years,1,4,12,9,16.84363636,0,0
13636.36364,3,11.67,495.86,B,普通企业,文化和体育业,< 1 year,0,4,44,26,11.97272727,0,0
36000.0,3,8.928,1160.27,B,普通企业,建筑业,2 years,1,6,32,21,8.136363636,0,1
19636.36364,3,7.362,754.07,B,政府机构,文化和体育业,10+ years,0,0,89,3,12.65727273,0,0
2454.545455,3,7.191,94.0,A,普通企业,金融业,,0,0,324,10,17.54545455,0,0
16363.63636,5,15.99,437.63,C,普通企业,建筑业,4 years,0,2,195,38,19.86,0,0
16363.63636,3,7.99,469.98,A,政府机构,国际组织,9 years,1,0,353,30,23.97818182,0,0
8181.818182,3,9.576,325.69,B,高等教育机构,住宿和餐饮业,10+ years,1,0,196,14,14.13818182,0,0
11200.0,5,19.646,283.56,D,上市企业,交通运输、仓储和邮政业,1 year,1,0,197,4,28.85454545,0,0
10636.36364,5,12.582,302.36,C,政府机构,电力、热力生产供应业,10+ years,0,0,196,14,11.86909091,0,0
6443.181818,3,17.577,290.79,D,政府机构,住宿和餐饮业,10+ years,0,0,90,21,34.74818182,0,1
3579.545455,3,21.989,162.57,E,普通企业,住宿和餐饮业,2 years,1,0,253,21,18.27,0,1
13090.90909,5,16.29,391.56,D,政府机构,公共服务、社会组织,2 years,0,4,172,13,16.88727273,0,1
32727.27273,3,7.97,939.68,A,高等教育机构,金融业,10+ years,0,4,275,8,7.172727273,0,0
8000.0,3,17.298,294.14,D,政府机构,交通运输、仓储和邮政业,10+ years,0,0,65,19,9.51,0,1
25000.0,5,11.754,569.6,C,普通企业,公共服务、社会组织,10+ years,0,0,584,13,21.97090909,1,1
21204.54545,3,8.679,729.74,A,政府机构,住宿和餐饮业,10+ years,1,0,143,8,13.09909091,0,0
2500.0,3,20.889,91.63,D,普通企业,建筑业,1 year,0,5,636,27,21.49090909,0,1
19636.36364,3,13.519,800.48,C,政府机构,住宿和餐饮业,10+ years,0,4,235,8,11.12727273,0,0
28000.0,5,17.532,733.76,E,上市企业,批发和零售业,3 years,0,0,307,14,13.81818182,0,0
7272.727273,3,11.71,264.61,B,普通企业,电力、热力生产供应业,8 years,1,4,313,43,16.90363636,0,0
8181.818182,3,6.864,305.31,A,普通企业,文化和体育业,< 1 year,2,4,143,8,6.1,0,0
7090.909091,3,6.677,182.73,A,普通企业,电力、热力生产供应业,1 year,1,5,160,4,11.72,0,1
30872.72727,5,23.639,773.44,D,上市企业,公共服务、社会组织,3 years,1,0,532,27,26.53636364,0,1
8727.272727,3,9.49,256.23,B,政府机构,电力、热力生产供应业,6 years,1,5,242,8,22.40727273,0,0
5500.0,3,9.49,176.16,B,幼教与中小学校,信息传输、软件和信息技术服务业,,0,3,126,38,24.08181818,0,0
10000.0,3,11.241,334.49,B,幼教与中小学校,建筑业,10+ years,0,0,410,8,11.92090909,0,0
8154.545455,3,24.5,295.24,F,上市企业,采矿业,2 years,1,0,377,11,14.97818182,0,0
6145.454545,3,8.382,162.04,A,普通企业,房地产业,10+ years,0,0,81,15,19.67272727,0,0
23454.54545,5,16.875,554.77,D,政府机构,金融业,3 years,1,0,362,35,17.45,0,0
9090.909091,3,6.24,305.31,A,普通企业,公共服务、社会组织,< 1 year,1,4,4,3,8.536363636,0,0
20000.0,3,16.489,693.21,C,政府机构,文化和体育业,< 1 year,1,0,230,2,20.46,0,0
17209.09091,5,18.84,407.83,E,高等教育机构,国际组织,5 years,0,0,359,43,23.06454545,0,1
17954.54545,3,10.16,638.77,B,上市企业,金融业,,2,0,324,10,26.35636364,0,0
17727.27273,3,16.78,533.15,C,幼教与中小学校,采矿业,10+ years,1,4,116,14,17.54181818,0,0
9454.545455,3,9.135,258.71,B,普通企业,信息传输、软件和信息技术服务业,4 years,0,0,161,14,14.84,0,0
9090.909091,3,11.466,335.69,C,普通企业,公共服务、社会组织,4 years,1,0,33,22,16.74545455,0,0
10909.09091,3,7.139,306.45,A,高等教育机构,住宿和餐饮业,7 years,1,4,177,26,25.13454545,0,0
17018.18182,5,16.29,352.41,D,政府机构,金融业,7 years,0,0,96,17,15.00545455,0,1
11863.63636,5,21.989,288.07,E,普通企业,信息传输、软件和信息技术服务业,9 years,1,0,156,18,12.47272727,0,1
7272.727273,3,7.97,250.59,A,普通企业,文化和体育业,10+ years,0,0,38,21,7.56,0,0
17727.27273,5,19.42,392.59,D,政府机构,文化和体育业,10+ years,0,4,145,8,14.58818182,0,0
6545.454545,3,15.813,287.5,D,政府机构,房地产业,3 years,1,0,38,21,16.41818182,0,0
3636.363636,3,9.891,130.94,B,普通企业,住宿和餐饮业,,0,5,410,8,8.44,0,0
3954.545455,3,14.16,124.18,C,普通企业,信息传输、软件和信息技术服务业,4 years,0,4,35,14,29.68181818,0,0
21818.18182,5,16.544,476.22,C,幼教与中小学校,公共服务、社会组织,7 years,0,6,391,0,3.730909091,0,0
11345.45455,3,10.42,311.67,B,普通企业,金融业,10+ years,0,0,134,8,21.93818182,0,0
7854.545455,3,9.99,232.29,B,政府机构,农、林、牧、渔业,10+ years,0,0,185,3,11.9,0,0
