total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,use,debt_loan_ratio,del_in_18month,known_outstanding_loan,recircle_b,recircle_u,app_type,early_return,early_return_amount,labels
34.87,5,38.78,21.0,3,0,3,11,2,4,2.36,0,22.41,6.15,66.08,0,0,0.0,1
12.33,3,10.65,13.22,1,3,6,3,1,4,1.21,0,12.07,2.14,32.14,0,0,0.0,1
10.44,3,37.74,14.41,3,3,11,6,1,0,2.3,0,17.24,3.09,75.54,0,1,13.52,0
40.51,5,52.09,41.08,5,3,4,0,1,0,2.32,0,31.03,2.75,23.46,0,0,0.0,1
23.68,3,20.59,20.47,2,3,8,11,1,0,1.18,0,10.34,0.93,69.41,0,0,0.0,1
30.53,3,22.98,31.5,2,2,11,1,1,0,2.08,0,10.34,1.3,70.06,0,1,5.17,0
33.46,3,21.51,43.21,3,4,4,9,0,0,1.41,0,10.34,0.33,57.41,0,3,22.26,0
21.14,3,55.76,21.71,5,4,0,1,2,0,1.65,0,43.1,3.98,76.63,0,3,11.71,1
15.85,5,49.82,15.01,4,3,12,7,1,0,1.28,0,8.62,0.74,63.21,0,0,0.0,1
17.81,5,24.72,13.49,3,4,3,0,1,4,1.03,0,8.62,1.87,68.3,0,0,0.0,1
28.77,3,46.13,27.48,4,4,1,1,2,0,0.85,0,17.24,1.75,54.29,0,2,1.12,0
13.89,3,31.54,16.49,3,4,8,1,1,4,1.16,0,29.31,1.4,27.86,0,0,0.0,0
13.27,3,56.17,14.34,5,3,1,8,0,9,4.56,0,24.14,2.3,65.53,0,0,0.0,1
23.36,3,30.45,20.73,3,4,13,11,1,4,2.23,0,10.34,2.29,63.44,0,0,0.0,1
10.96,3,25.72,9.25,3,3,8,9,1,11,0.92,0,8.62,1.93,92.12,0,3,3.2,0
24.66,5,62.2,28.11,5,4,13,0,1,0,2.78,0,13.79,1.66,39.71,1,3,24.62,0
13.89,3,3.64,14.57,1,3,7,2,1,4,1.76,0,31.03,4.04,53.81,0,3,16.09,1
66.73,3,89.59,100.0,7,2,13,10,1,0,7.77,0,12.07,0.68,28.02,1,0,0.0,1
41.29,3,68.36,51.72,5,0,11,7,1,0,1.53,0,8.62,3.02,70.0,0,3,37.97,0
29.94,3,2.22,35.11,1,3,1,5,0,2,0.47,0,12.07,0.97,14.64,0,0,0.0,0
47.55,5,35.09,37.43,3,4,10,1,1,0,2.7,2,17.24,1.46,40.87,0,0,0.0,1
44.23,5,66.47,41.97,5,2,11,1,2,0,2.13,0,13.79,1.52,46.26,0,1,38.61,0
17.81,3,33.92,20.92,3,3,0,5,0,1,0.39,0,13.79,0.45,37.6,0,0,0.0,1
15.85,3,26.75,18.81,3,4,13,3,1,0,0.72,0,13.79,2.5,46.26,0,0,0.0,1
52.05,3,26.88,53.87,2,3,12,7,1,0,1.66,0,18.97,4.25,67.57,0,1,1.87,0
47.55,3,64.44,69.97,4,3,3,0,0,4,2.36,2,18.97,4.64,81.34,0,0,0.0,1
56.75,3,33.26,51.66,3,5,3,4,2,0,1.15,0,27.59,2.62,23.34,0,3,10.92,0
23.68,3,52.35,22.55,4,3,1,11,0,2,2.58,0,15.52,1.15,46.38,0,0,0.0,1
8.81,3,18.18,10.92,2,4,10,11,1,3,0.18,0,15.52,0.08,5.93,0,0,0.0,0
15.85,3,7.12,19.08,1,4,8,1,1,4,2.64,0,17.24,1.73,30.26,0,0,0.0,0
21.49,3,25.77,22.87,3,4,1,2,1,0,2.19,0,12.07,0.54,48.25,0,0,0.0,1
40.51,3,10.69,48.9,1,4,6,2,1,0,2.93,0,24.14,7.87,52.68,0,0,0.0,0
15.3,3,55.17,17.65,4,0,7,0,1,0,2.08,0,15.52,0.77,25.56,0,0,0.0,1
49.12,3,11.32,40.06,1,1,2,0,2,0,0.91,0,15.52,0.54,9.64,0,0,0.0,0
26.22,3,10.65,21.29,1,3,1,4,1,0,2.15,0,10.34,1.22,50.99,0,0,0.0,0
13.52,3,9.97,16.3,1,3,13,1,0,0,1.67,0,22.41,0.43,30.61,0,0,19.71,0
45.21,5,40.1,30.22,3,2,1,1,0,0,0.92,0,17.24,2.31,76.15,0,0,0.0,1
59.88,5,63.42,62.44,5,0,4,1,0,0,2.5,0,8.62,4.92,57.86,0,0,0.0,1
24.07,3,28.53,25.42,2,3,11,5,1,0,3.23,0,18.97,2.07,78.92,0,3,26.5,0
18.79,3,85.31,27.02,6,4,2,2,1,1,1.21,15,39.66,0.58,30.01,0,0,0.0,1
24.54,3,16.43,22.69,2,0,2,4,1,0,2.52,0,13.79,1.41,66.35,0,1,5.05,0
54.21,5,55.17,36.66,4,4,8,6,1,0,1.41,0,3.45,1.44,99.49,0,0,0.0,1
2.31,3,14.09,1.43,2,2,13,0,1,10,0.25,0,8.62,0.14,58.35,0,0,0.0,1
4.7,3,37.62,5.62,3,5,10,1,0,9,2.55,0,29.31,4.63,53.11,0,2,3.03,0
25.24,3,19.73,23.75,2,3,2,1,1,0,0.8,0,12.07,2.07,80.45,0,2,13.83,0
16.56,3,22.9,14.34,3,4,3,10,1,0,1.08,0,15.52,0.67,41.21,0,0,0.0,1
39.14,3,14.42,43.7,2,3,3,3,0,0,2.07,0,31.03,6.97,56.02,0,3,43.22,0
7.05,3,46.13,9.01,4,4,6,2,1,1,1.78,0,12.07,0.68,30.46,0,1,10.34,0
21.43,3,45.0,26.32,4,4,2,3,0,0,2.62,0,10.34,0.54,60.84,0,0,0.0,1
8.02,3,28.8,9.2,3,5,11,2,0,0,1.01,0,10.34,0.42,89.92,0,0,0.0,0
47.75,5,28.2,34.63,3,1,7,1,1,4,1.38,0,12.07,2.31,65.66,0,3,7.75,0
19.9,5,81.2,24.17,7,4,2,1,0,0,1.9,0,13.79,0.38,71.72,0,0,0.0,1
42.27,5,17.51,34.82,2,4,13,10,0,0,2.49,0,37.93,3.5,27.65,0,0,0.0,0
33.22,5,44.46,21.51,4,4,2,1,1,0,0.88,1,5.17,1.35,60.0,0,0,0.0,1
2.05,3,21.48,1.27,2,2,13,3,1,5,2.03,0,20.69,0.52,13.85,0,0,1.36,0
13.5,3,47.64,12.45,4,3,7,0,0,0,1.12,0,5.17,2.47,92.51,0,0,0.0,0
51.66,3,7.14,41.45,1,4,10,1,2,4,1.49,0,10.34,1.89,18.41,0,2,37.73,0
19.77,3,19.2,19.66,2,4,4,9,0,0,1.47,0,12.07,1.41,25.26,0,3,9.16,0
14.52,3,26.92,12.26,2,3,0,1,1,0,2.47,1,12.07,0.94,60.03,0,0,0.0,1
3.52,3,24.7,4.7,3,3,11,7,1,0,2.34,0,6.9,1.32,81.75,0,0,0.0,1
21.39,3,38.82,19.24,3,5,7,1,0,0,2.8,1,13.79,0.38,51.89,0,3,17.97,0
17.81,3,17.02,19.75,2,4,3,7,1,4,1.5,0,20.69,1.13,32.37,0,3,15.5,0
12.33,3,50.54,12.61,4,4,2,11,1,0,0.54,0,15.52,0.7,29.31,0,0,0.0,0
45.21,3,22.81,42.66,2,4,13,1,0,0,1.99,1,8.62,2.22,73.84,0,0,0.0,0
8.02,3,19.17,9.13,2,4,7,1,0,2,2.01,4,12.07,0.57,46.93,0,0,4.29,0
26.42,3,31.44,34.36,3,4,11,0,1,4,1.79,2,15.52,4.59,86.7,0,0,0.0,1
15.15,3,28.12,19.88,3,4,11,1,0,0,2.78,0,20.69,1.71,23.27,0,0,0.0,1
7.71,3,42.44,8.38,4,1,13,11,0,0,2.42,0,18.97,0.94,32.5,0,0,0.0,0
25.15,3,8.88,24.59,1,4,7,1,0,4,0.34,0,13.79,1.71,56.79,0,3,4.7,0
13.74,3,21.27,13.93,2,4,13,2,1,0,1.17,1,18.97,1.1,34.41,0,0,4.63,0
13.74,3,31.51,14.63,3,4,11,6,2,0,2.37,0,6.9,0.78,77.07,0,0,0.0,0
38.44,5,40.62,30.46,4,4,13,10,1,0,3.35,0,22.41,2.63,54.53,1,0,30.59,0
59.3,5,52.83,43.34,5,3,1,1,2,5,2.45,0,36.21,6.45,40.98,0,0,0.0,1
48.73,3,31.13,48.81,4,4,7,8,0,0,1.76,1,12.07,1.8,87.72,0,0,0.0,0
10.96,3,18.99,9.12,2,2,9,0,1,5,1.35,0,17.24,0.78,42.28,0,2,0.34,0
25.42,5,61.8,19.08,5,0,12,11,0,4,1.43,1,22.41,1.31,17.12,0,0,0.0,1
48.96,5,51.4,35.15,4,0,4,1,0,0,1.68,0,34.48,3.57,34.44,0,2,33.74,0
45.21,3,19.32,42.0,2,3,2,1,1,0,1.42,0,10.34,2.12,60.36,0,3,20.52,0
12.33,3,20.06,11.01,2,4,13,6,1,4,2.08,0,12.07,0.96,15.38,0,0,8.73,0
22.35,3,33.69,24.75,3,4,2,0,1,5,2.87,1,24.14,1.61,43.48,0,0,0.0,1
49.12,5,36.07,30.45,3,4,13,1,2,0,0.72,0,15.52,3.05,54.34,0,0,0.0,0
35.23,3,13.36,42.52,1,1,11,4,1,0,0.42,0,8.62,1.26,90.21,0,0,0.0,1
40.51,5,81.99,49.36,6,0,0,1,0,4,1.2,0,34.48,3.52,63.98,0,0,61.79,0
22.72,5,63.42,17.15,5,4,10,4,0,0,0.29,0,12.07,0.72,52.81,0,1,18.67,0
23.78,3,14.42,29.68,2,1,3,1,0,0,0.66,0,10.34,0.62,22.65,0,3,24.02,0
80.43,3,11.34,73.46,2,1,13,11,0,2,1.11,2,12.07,0.05,5.31,0,0,0.0,0
79.65,5,22.53,46.93,3,4,4,5,0,3,1.24,0,6.9,1.14,56.07,0,0,0.0,1
5.28,3,3.67,6.11,1,4,13,11,0,2,1.25,0,17.24,0.11,4.3,0,3,8.15,0
26.42,5,49.45,25.2,4,3,11,1,1,0,1.0,1,24.14,0.48,84.11,0,0,0.0,1
56.95,3,40.29,68.55,3,3,13,2,1,0,2.19,0,12.07,0.81,27.84,0,0,0.0,0
59.88,5,35.17,54.51,3,4,3,3,1,0,2.44,0,12.07,0.39,7.21,1,5,76.21,0
59.88,5,39.08,58.24,4,0,2,8,1,0,2.31,0,18.97,3.84,56.71,0,0,0.0,1
34.87,5,37.02,21.49,3,4,2,0,1,4,0.72,0,6.9,0.47,19.52,0,0,35.46,0
3.52,3,21.87,4.52,2,3,7,1,2,4,0.97,0,15.52,0.35,22.55,0,1,4.22,0
10.57,3,48.69,14.94,4,1,7,3,0,5,1.18,0,8.62,0.18,38.95,0,0,0.0,1
37.57,5,55.85,30.26,6,4,8,7,0,0,3.23,0,24.14,2.89,43.86,0,0,0.0,1
15.15,3,31.85,20.23,3,1,7,3,1,4,1.61,0,15.52,0.95,34.21,0,0,0.0,1
19.77,3,24.24,20.08,2,4,3,1,1,4,2.13,0,18.97,5.48,85.0,0,1,23.21,0
1.32,3,18.99,1.85,2,3,8,1,0,4,0.92,0,12.07,2.38,32.91,0,0,0.0,1
22.53,3,53.51,21.55,5,3,11,7,2,0,2.44,0,15.52,2.14,64.09,0,0,0.0,0
60.47,3,27.0,59.46,3,3,4,1,0,0,0.28,0,10.34,1.67,36.58,0,2,40.75,0
9.98,3,41.31,12.11,3,3,1,0,1,12,1.55,0,18.97,1.55,36.83,0,2,8.09,0
40.51,5,31.68,27.38,4,1,3,1,2,0,2.48,0,29.31,3.28,57.37,0,4,28.17,0
9.0,3,25.72,9.25,3,4,3,8,1,5,1.95,0,18.97,1.42,40.98,0,0,0.0,0
19.37,5,25.77,16.75,3,0,13,1,0,0,1.74,0,43.1,1.6,32.53,0,0,0.0,1
10.96,3,21.27,9.04,2,5,3,11,2,4,1.72,2,25.86,0.91,50.98,0,3,5.84,0
38.94,5,17.51,21.54,2,3,10,1,0,0,1.02,1,34.48,0.89,6.3,0,0,0.0,0
16.05,3,26.41,13.83,2,2,1,1,2,4,1.51,0,29.31,1.35,26.94,0,0,0.0,0
15.85,3,39.08,22.47,4,3,10,5,1,0,2.82,1,34.48,0.59,32.5,0,0,0.0,1
4.16,3,52.35,4.7,4,4,12,6,2,0,3.52,1,24.14,1.12,35.48,0,0,0.0,0
40.51,5,7.95,30.88,1,3,4,8,1,0,0.57,0,17.24,1.17,13.6,0,2,50.29,0
58.51,5,16.77,39.02,2,4,3,1,0,0,0.68,0,22.41,0.95,13.66,0,0,0.0,1
46.2,5,77.4,38.53,7,4,8,10,0,0,2.21,1,25.86,0.1,64.82,0,1,7.91,0
25.64,3,23.05,29.85,3,4,3,10,0,0,2.62,4,29.31,2.11,41.62,0,3,0.89,0
19.77,3,46.13,21.99,4,4,10,2,1,0,3.16,0,10.34,0.6,49.74,0,0,0.0,1
26.32,5,60.66,26.51,6,5,4,8,0,0,2.64,0,24.14,1.03,32.53,0,0,0.0,1
7.05,3,45.48,10.21,4,3,13,0,1,0,1.13,0,12.07,0.38,53.84,0,0,0.0,1
25.36,3,13.73,24.73,1,4,13,1,0,0,6.42,1,22.41,2.63,31.7,1,2,28.16,0
14.87,3,27.43,17.31,3,0,2,1,1,5,1.31,0,5.17,0.21,22.3,0,0,19.04,0
30.53,3,20.45,31.14,2,3,1,6,0,0,2.18,0,27.59,3.38,44.02,0,0,0.0,0
17.81,3,36.67,21.16,3,3,0,11,2,0,1.15,0,20.69,0.19,3.65,0,3,5.45,0
59.3,5,23.05,34.82,3,4,11,10,1,1,1.89,0,17.24,0.93,11.36,0,0,0.0,1
21.72,5,29.28,13.49,3,3,12,1,1,5,2.16,2,8.62,1.49,68.9,0,0,0.0,1
15.15,3,31.51,20.2,3,4,9,1,1,0,1.3,0,18.97,1.1,61.03,0,3,12.34,0
15.85,5,46.13,15.26,4,3,3,6,1,0,1.38,0,20.69,1.93,39.03,0,0,0.0,1
30.53,3,31.14,32.04,3,4,5,1,1,0,1.82,0,15.52,1.85,27.28,1,0,0.0,1
13.89,3,43.87,17.02,3,3,0,10,1,0,2.0,0,22.41,0.91,79.67,0,0,0.0,0
59.88,5,33.84,56.07,4,4,11,1,1,0,1.63,0,13.79,4.99,57.24,0,0,0.0,0
42.76,5,55.92,28.87,5,0,10,0,1,0,2.16,1,5.17,0.48,24.2,0,0,0.0,1
51.08,5,62.85,55.48,6,4,2,6,0,0,1.92,0,20.69,2.96,86.96,0,0,0.0,1
40.51,3,43.8,41.84,4,4,13,7,0,0,2.09,0,31.03,1.32,36.15,0,0,0.0,0
24.07,3,7.33,23.05,1,4,3,1,1,0,2.14,0,24.14,3.56,30.45,0,3,5.47,0
16.32,3,35.58,17.36,3,2,7,5,1,0,2.48,0,8.62,0.27,70.1,0,0,0.0,1
36.99,3,29.93,38.68,3,4,4,1,1,0,2.02,0,20.69,2.63,36.43,0,3,13.19,0
43.94,5,39.3,42.71,4,4,3,2,1,3,1.91,0,13.79,0.08,4.55,0,0,0.0,1
34.34,3,18.99,32.33,2,4,2,1,1,0,1.41,0,29.31,1.82,64.29,0,0,0.0,1
60.23,5,81.99,54.5,6,4,4,10,1,0,1.18,0,13.79,0.11,6.43,0,2,5.88,0
38.94,3,21.27,33.48,2,4,6,2,0,2,1.08,0,10.34,1.35,21.72,0,2,41.57,0
3.52,3,33.36,4.94,3,4,3,4,0,0,2.75,0,22.41,1.46,42.09,0,0,0.0,1
61.84,3,28.12,55.09,3,3,13,9,0,4,1.34,0,17.24,3.28,59.98,0,0,0.0,1
26.73,3,3.64,21.23,1,4,11,1,0,1,1.6,0,25.86,3.12,29.18,0,1,14.7,0
17.7,3,33.8,23.8,3,2,13,5,0,0,2.86,4,20.69,5.57,69.82,0,0,0.34,0
30.53,3,72.06,38.85,5,3,13,10,0,2,3.61,0,17.24,2.15,40.71,0,3,37.13,0
19.37,5,41.31,17.44,3,4,13,9,0,0,2.13,0,8.62,2.66,71.05,0,0,0.0,1
15.46,3,26.07,16.07,3,1,9,4,2,0,1.82,0,18.97,1.86,78.84,0,0,0.0,1
23.6,3,28.79,23.22,3,4,3,2,0,0,1.09,0,3.45,0.53,50.03,0,1,24.47,0
24.66,3,29.28,32.4,3,4,1,5,1,0,0.85,0,15.52,1.29,39.13,0,3,36.87,0
27.3,3,36.31,27.92,4,4,13,9,0,0,2.2,0,15.52,2.01,82.32,0,3,24.21,0
15.46,3,41.99,16.89,3,3,11,11,0,5,2.62,0,13.79,1.03,50.99,1,1,1.3,0
14.68,3,29.28,14.02,3,3,0,2,0,0,3.12,0,27.59,0.97,36.54,0,3,7.4,0
30.53,3,31.82,32.13,3,0,0,0,1,4,1.69,0,27.59,2.22,81.12,0,0,0.0,1
21.72,3,37.09,21.66,4,4,11,1,0,0,1.93,1,15.52,0.94,44.2,0,0,0.0,1
16.67,3,50.14,17.58,4,3,5,6,0,0,2.81,0,34.48,2.68,52.32,0,0,0.0,0
9.0,3,36.07,9.75,3,0,3,11,0,4,3.39,1,12.07,1.23,66.29,0,0,0.0,0
19.33,3,1.85,17.96,1,4,12,5,1,2,1.19,0,10.34,0.06,1.82,0,1,2.67,0
80.43,5,58.87,63.5,5,4,1,1,2,0,2.28,0,24.14,3.04,68.65,1,0,49.6,0
33.86,3,17.51,29.04,2,4,1,5,1,0,1.42,1,37.93,1.56,55.18,0,2,12.73,0
10.92,3,4.28,12.81,1,4,8,1,1,0,1.13,0,10.34,1.55,52.61,0,3,11.08,0
18.69,3,38.18,20.12,3,4,10,2,1,0,3.38,0,12.07,1.46,46.68,0,0,0.0,1
19.77,3,6.01,18.97,1,4,11,3,1,0,2.3,1,10.34,0.4,11.25,0,3,3.69,0
15.46,3,18.39,15.49,2,3,5,1,1,0,1.51,1,32.76,1.69,53.49,0,0,0.0,1
41.15,3,45.75,41.84,4,4,13,1,0,0,2.65,1,10.34,0.89,53.14,0,1,47.03,0
10.96,3,17.85,8.88,2,4,3,9,2,10,2.44,3,29.31,1.91,53.89,0,0,0.0,1
17.03,3,31.63,16.16,3,4,6,5,1,0,2.69,0,12.07,2.08,68.84,0,3,16.18,0
3.08,3,14.42,2.79,2,4,13,11,0,0,1.54,6,32.76,0.32,5.8,0,0,0.0,1
23.19,3,20.21,21.1,2,4,1,11,1,4,1.79,0,6.9,2.09,73.28,0,2,23.78,0
54.6,5,38.68,39.17,4,4,5,4,1,3,4.22,0,27.59,4.2,83.71,0,0,0.0,1
59.3,3,14.11,49.65,1,4,10,1,0,4,2.46,0,18.97,3.23,58.78,0,0,8.72,0
21.72,3,49.39,27.87,4,3,7,8,0,4,2.37,0,18.97,6.03,62.14,0,0,0.0,1
23.53,5,55.52,19.5,5,4,4,3,2,0,2.48,0,12.07,1.72,42.68,0,0,0.0,1
49.12,3,12.88,41.41,2,3,0,10,1,4,0.18,1,34.48,0.77,9.64,0,0,0.0,1
6.85,3,48.8,7.89,4,2,7,11,2,0,2.75,0,13.79,1.07,41.43,0,3,7.34,0
13.74,3,0.03,12.65,1,1,0,6,0,0,1.76,0,22.41,1.63,17.0,0,3,13.73,0
6.21,3,55.92,8.1,5,4,13,1,0,0,3.21,0,13.79,0.47,58.86,0,0,0.0,1
39.57,5,52.13,32.46,4,0,10,0,1,0,2.32,0,43.1,2.26,50.45,0,0,0.0,1
62.82,3,9.97,61.45,1,4,8,1,0,4,2.83,0,29.31,6.65,36.12,0,3,79.74,0
31.51,3,4.93,33.51,1,4,13,5,0,0,1.33,0,13.79,1.48,45.52,0,3,39.81,0
24.66,5,46.13,23.92,4,1,0,3,1,0,3.39,1,29.31,2.26,50.59,0,0,0.0,1
51.08,5,26.75,45.3,3,4,3,10,0,0,1.92,0,10.34,15.44,62.18,0,5,27.68,0
52.05,5,50.91,45.19,4,4,9,1,0,4,2.36,0,32.76,3.28,59.98,0,4,49.56,1
8.09,3,36.07,8.74,3,2,13,11,0,2,1.15,0,17.24,0.48,28.44,0,2,4.94,1
34.83,5,57.95,34.53,6,3,7,3,1,2,2.43,1,100.0,0.37,16.58,0,0,0.0,1
36.99,5,42.16,36.66,4,3,12,1,0,0,2.84,1,37.93,4.62,50.0,0,0,0.0,1
13.31,3,49.82,15.01,4,4,8,1,0,0,2.42,1,13.79,2.16,67.35,0,0,0.0,0
6.85,3,10.69,6.43,1,4,13,5,0,4,1.27,0,15.52,0.42,50.74,0,2,9.1,0
19.37,5,34.45,16.67,3,2,2,5,1,0,1.74,0,27.59,1.01,18.75,0,0,0.0,1
17.81,3,6.29,19.0,1,0,0,6,0,0,3.2,0,13.79,1.15,47.34,1,0,0.0,0
27.17,3,29.29,35.02,2,0,4,1,2,0,2.27,0,65.52,3.02,21.81,0,1,27.36,1
38.16,3,25.03,35.7,2,3,3,7,1,8,1.0,0,10.34,1.69,58.35,0,0,0.0,0
27.59,3,60.82,36.02,5,0,11,0,1,0,2.42,0,18.97,1.06,58.07,0,0,0.0,1
17.81,3,18.18,19.57,2,1,3,3,1,0,1.44,0,22.41,2.28,35.98,0,0,0.0,0
59.59,5,63.22,50.83,5,4,13,1,0,0,3.4,1,25.86,3.24,53.31,0,0,0.0,0
32.68,3,6.35,30.98,1,5,1,1,0,4,0.5,0,12.07,2.34,15.27,0,1,38.29,0
37.74,3,50.91,42.87,4,3,12,1,0,0,1.8,0,43.1,2.01,67.14,0,0,0.0,1
13.74,3,17.02,13.64,2,3,13,1,1,0,0.72,1,13.79,0.03,1.99,0,3,0.98,0
30.53,3,28.8,31.74,2,2,11,1,0,4,2.4,0,20.69,3.14,39.87,0,3,27.64,0
20.78,3,14.45,18.41,2,4,0,8,0,4,0.5,0,8.62,1.03,47.45,0,3,5.61,0
35.81,3,15.75,40.24,2,4,10,1,1,0,1.8,0,12.07,0.95,35.87,0,0,0.0,1
43.44,5,25.74,30.85,3,4,7,2,0,4,2.65,0,15.52,2.28,83.42,0,0,0.0,0
4.7,3,52.38,5.32,4,3,10,4,1,5,1.69,0,31.03,0.1,11.61,0,2,7.61,1
2.94,3,25.21,2.54,3,2,11,2,1,0,2.58,1,10.34,0.23,36.26,0,3,3.64,0
36.28,3,29.93,46.83,3,4,7,3,0,0,2.93,0,8.62,6.55,90.18,0,1,50.83,0
87.28,5,59.73,61.13,5,4,3,1,1,0,1.02,0,3.45,6.69,74.7,0,3,62.46,0
8.81,3,40.1,12.05,3,4,10,1,0,5,2.44,0,20.69,3.35,57.02,0,3,1.31,0
43.52,5,65.38,31.09,5,4,11,0,2,0,2.31,0,17.24,2.1,47.16,0,0,0.0,1
22.06,3,51.4,27.8,4,4,8,0,1,0,1.81,0,13.79,0.25,6.25,0,0,0.0,0
41.29,3,46.82,47.31,4,3,4,1,0,2,1.41,0,17.24,3.16,50.28,0,2,33.46,0
19.77,5,77.21,17.79,5,3,10,1,0,2,0.66,0,6.9,0.0,0.0,0,0,0.0,0
2.05,3,38.39,1.51,3,5,11,2,1,5,2.31,0,1.72,2.14,82.41,0,0,0.0,0
8.02,3,15.99,8.66,1,3,3,3,0,0,1.05,0,8.62,0.41,18.16,0,0,0.0,0
18.2,3,25.77,17.56,2,4,3,6,1,0,1.48,0,15.52,0.77,59.6,0,0,0.0,1
63.99,3,6.51,56.33,1,4,3,6,0,4,1.48,0,25.86,6.43,41.17,0,0,12.1,0
11.94,3,42.16,15.35,4,4,7,1,2,5,1.84,0,18.97,2.5,64.29,0,0,0.0,0
12.92,3,31.89,12.45,2,3,1,10,1,0,1.79,0,13.79,1.48,66.61,0,0,0.0,1
2.99,3,33.8,4.26,3,4,3,7,2,5,1.09,0,10.34,1.08,70.41,0,0,0.0,0
4.34,3,58.98,3.99,4,4,13,5,2,8,1.6,1,22.41,2.4,45.77,0,0,0.0,1
28.3,3,7.95,25.11,1,3,2,2,1,0,1.89,0,31.03,1.39,27.44,0,0,0.0,0
35.81,3,26.54,35.0,3,3,12,1,1,4,1.65,5,18.97,1.61,58.26,0,3,21.13,0
9.0,3,20.59,9.2,2,1,9,10,1,0,1.04,1,13.79,0.4,26.61,0,1,8.55,1
37.38,3,31.68,45.38,3,4,10,1,1,9,2.41,0,34.48,4.64,53.57,0,0,0.0,1
9.98,3,42.78,12.51,3,3,2,1,0,0,0.45,0,5.17,1.68,85.33,0,2,0.9,0
1.9,3,9.03,1.56,2,4,1,9,0,5,1.21,0,17.24,0.33,37.31,0,2,4.39,0
29.94,5,30.68,25.41,2,3,8,8,0,2,1.98,0,18.97,1.42,28.13,0,0,0.0,0
31.31,3,36.07,28.65,3,5,11,8,0,4,1.75,1,27.59,0.19,19.42,0,0,0.0,1
19.77,3,13.44,19.73,2,2,2,1,0,0,1.11,0,15.52,0.34,36.61,0,0,0.0,1
13.5,3,31.63,11.6,3,3,10,2,2,0,1.84,0,27.59,0.71,64.86,0,3,2.73,0
23.68,3,21.27,19.83,2,4,11,0,1,0,0.88,1,27.59,1.58,49.52,0,0,0.66,0
23.68,3,25.21,20.96,3,4,7,10,1,0,0.49,0,13.79,1.12,38.47,0,0,0.0,1
9.98,3,36.3,11.85,3,2,2,10,0,0,2.2,0,8.62,1.17,78.16,0,0,0.0,1
14.38,3,45.0,15.9,3,2,11,1,1,4,1.2,0,13.79,0.66,25.71,0,0,0.0,1
9.0,3,42.16,10.37,4,4,3,11,0,0,3.35,0,10.34,0.09,4.89,0,2,2.93,0
42.27,3,42.16,60.12,4,4,13,3,1,0,1.62,0,6.9,0.55,36.83,0,0,0.0,1
2.54,3,26.72,2.57,3,4,13,10,1,0,1.22,0,13.79,0.74,50.99,0,0,0.0,1
39.33,3,7.95,42.52,1,0,3,5,0,0,0.28,0,6.9,1.32,27.24,0,0,0.0,0
39.33,3,8.8,42.17,1,4,3,1,0,0,1.31,0,12.07,0.61,15.69,0,0,0.0,0
1.53,3,31.85,1.19,3,4,5,2,1,5,0.0,1,6.9,0.0,0.0,0,0,0.0,0
23.6,3,28.8,30.39,2,4,11,2,0,4,1.33,0,22.41,5.31,56.71,0,3,22.58,0
53.03,3,45.24,66.63,4,0,10,3,0,0,1.84,0,34.48,3.67,57.05,0,0,8.85,0
9.69,3,24.72,8.27,3,3,3,2,1,0,2.57,0,3.45,0.02,0.71,0,0,0.0,1
15.15,3,20.45,13.87,2,3,11,7,1,0,1.75,0,10.34,0.78,66.34,0,0,0.0,0
26.22,5,25.21,15.11,3,3,13,3,0,0,0.77,0,12.07,1.56,48.21,0,0,0.0,1
19.77,3,34.45,20.96,3,3,13,1,0,0,2.36,0,13.79,0.84,77.14,0,0,0.0,1
66.73,5,55.76,65.44,5,4,1,6,2,0,2.78,0,20.69,3.77,56.54,0,4,75.14,0
17.81,3,8.8,19.0,1,4,13,10,1,4,2.24,0,18.97,1.33,39.22,0,1,8.77,0
11.15,3,12.73,10.97,2,3,7,1,1,4,0.88,0,24.14,1.14,22.77,0,0,0.0,0
15.15,3,20.59,14.16,2,2,11,11,0,0,1.6,0,25.86,0.82,9.95,0,0,0.0,1
47.08,3,13.36,42.1,1,4,1,3,0,4,2.29,0,22.41,4.84,53.75,0,0,0.0,1
66.73,3,34.97,80.27,3,0,8,2,0,6,2.12,1,10.34,2.3,49.13,0,0,0.0,0
33.46,3,55.17,42.71,5,3,11,1,0,0,0.66,2,15.52,2.29,66.52,0,0,0.0,0
28.57,5,80.69,30.9,7,2,10,3,1,0,3.1,0,22.41,2.16,53.48,0,4,0.87,0
12.33,3,36.07,12.11,3,3,13,1,0,4,1.96,0,27.59,2.9,71.96,0,0,0.0,0
9.98,3,33.01,12.25,3,4,9,11,0,7,2.7,0,29.31,2.99,51.34,0,0,0.0,1
22.06,5,77.77,22.18,6,4,0,11,1,1,2.02,0,29.31,0.98,35.36,0,0,0.0,1
45.21,5,75.93,37.38,6,3,13,5,1,10,0.85,0,18.97,0.82,32.59,0,0,0.0,1
59.88,3,22.89,75.05,2,4,13,5,2,6,1.14,0,37.93,2.28,8.21,0,0,0.0,0
23.68,3,5.86,18.73,1,4,1,2,0,0,1.85,0,34.48,5.09,19.59,0,3,19.54,1
9.0,3,16.77,10.11,2,0,0,2,1,3,0.86,2,17.24,0.29,17.89,0,0,0.0,1
