total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,use,debt_loan_ratio,del_in_18month,known_outstanding_loan,recircle_b,recircle_u,app_type,early_return,early_return_amount,labels
19.5,3,53.51,22.35,5,4,1,0,1,4,2.87,2,34.48,1.36,35.18,0,0,0.0,1
49.12,3,4.04,39.61,1,4,3,9,0,2,2.45,0,37.93,4.77,21.06,0,3,15.13,0
44.03,5,60.2,33.68,5,4,4,3,0,4,2.64,1,18.97,0.79,44.64,0,0,0.0,0
54.21,3,21.27,46.11,2,4,0,10,0,0,3.39,0,32.76,2.87,31.75,0,1,43.03,0
21.72,3,7.3,13.79,1,3,13,0,1,0,2.08,0,17.24,2.02,45.43,0,3,6.57,0
7.63,3,55.85,8.5,6,3,11,3,0,5,1.02,0,10.34,0.23,10.18,0,3,5.32,0
7.05,3,26.75,9.53,3,1,9,2,1,4,1.75,1,12.07,0.78,58.45,0,1,5.33,0
51.08,3,39.88,71.8,4,3,7,1,0,2,1.46,2,15.52,0.56,36.35,0,3,14.78,0
8.02,3,9.35,8.49,1,3,11,0,1,4,0.96,0,5.17,0.25,31.84,0,3,5.93,0
11.94,3,33.84,14.7,4,2,8,1,1,0,1.05,1,18.97,0.73,23.49,0,3,16.44,0
9.0,3,36.34,10.69,3,4,5,7,1,5,1.29,0,10.34,0.54,35.59,0,0,0.0,1
51.66,5,15.75,28.51,2,5,13,10,2,0,1.63,0,10.34,0.09,3.16,1,0,0.0,0
47.16,3,23.12,53.91,2,4,13,5,0,1,0.42,0,10.34,0.54,15.01,0,0,31.86,0
3.64,3,6.72,2.79,1,4,6,0,1,0,1.84,0,31.03,1.66,41.33,0,0,1.03,0
15.85,3,29.93,20.57,3,3,1,1,1,0,1.38,2,10.34,1.07,78.57,0,0,12.32,0
17.81,3,9.49,19.32,2,1,7,11,0,0,1.41,0,12.07,2.08,88.66,0,3,25.05,0
37.38,3,57.09,49.39,4,2,7,10,1,0,0.0,0,0.0,0.0,0.0,0,1,13.78,0
33.46,5,59.89,37.57,5,3,12,5,0,0,1.92,1,25.86,3.06,72.8,0,3,47.8,0
30.53,3,11.68,29.93,1,2,13,1,0,0,1.18,0,6.9,1.21,75.0,0,0,15.44,0
24.07,3,8.76,20.87,1,5,11,1,1,5,1.82,0,34.48,2.17,8.88,0,3,6.53,0
15.85,3,25.21,20.96,3,0,9,1,2,4,2.06,0,12.07,1.51,65.82,0,0,0.0,1
24.66,3,28.53,28.85,2,4,1,2,1,0,0.88,0,12.07,1.11,34.41,0,3,17.35,0
9.98,3,42.35,12.87,4,1,4,6,1,0,0.9,0,13.79,1.65,63.62,0,2,1.87,0
21.72,5,81.99,23.65,6,4,10,1,1,0,2.72,0,15.52,0.46,30.69,0,0,0.0,1
60.86,3,26.73,69.49,2,4,13,6,0,0,1.66,0,18.97,1.73,45.6,0,3,7.21,0
73.58,3,55.17,84.99,4,4,0,8,0,0,2.39,0,60.34,4.0,44.62,0,2,25.78,0
7.23,3,83.73,9.44,6,2,5,3,1,1,2.66,0,18.97,0.14,6.98,0,0,0.0,1
7.05,3,20.59,9.2,2,4,0,8,0,8,1.47,4,13.79,0.33,25.18,0,1,9.23,0
4.11,3,27.09,4.76,3,4,3,1,1,0,2.76,0,24.14,1.69,86.0,0,0,0.0,1
70.57,3,17.51,72.58,2,5,6,2,0,0,1.97,0,36.21,6.93,47.23,0,0,21.88,0
10.96,3,11.9,12.0,2,4,8,1,0,5,1.13,0,18.97,1.87,40.71,0,0,0.0,0
38.06,3,17.23,38.98,2,3,6,5,1,5,1.61,0,15.52,0.41,17.24,0,0,18.49,0
28.13,5,43.8,18.0,4,5,5,1,0,4,2.43,0,20.69,2.86,67.74,0,2,16.19,0
57.96,5,41.82,37.52,4,4,6,7,2,0,1.89,2,48.28,4.24,33.83,0,3,15.7,0
80.43,3,42.2,82.74,3,2,11,1,0,0,1.71,1,22.41,1.96,49.9,0,0,0.0,1
29.3,3,33.8,28.89,3,5,10,6,0,4,1.22,0,10.34,0.72,70.12,0,3,10.76,0
25.64,3,26.75,30.4,3,2,9,1,0,0,1.7,0,13.79,2.68,77.59,0,3,4.34,0
40.51,5,29.35,25.95,3,3,10,1,0,0,2.28,0,10.34,1.45,39.03,0,0,0.0,0
38.94,3,31.59,34.38,2,0,11,4,0,0,1.63,0,12.07,1.48,80.36,0,3,11.11,0
13.89,3,55.32,17.84,4,3,4,10,0,0,5.17,1,36.21,1.31,58.07,1,0,0.0,1
19.98,5,27.09,13.42,3,0,1,4,1,0,1.17,0,20.69,1.08,24.59,0,0,0.0,0
10.08,3,24.7,10.33,2,0,2,4,1,0,0.6,1,17.24,0.71,24.03,0,3,1.76,0
11.15,3,0.03,11.42,1,2,11,10,0,0,0.91,0,12.07,1.69,30.69,0,2,16.45,0
15.12,3,18.43,16.87,2,4,1,11,0,0,2.49,0,36.21,2.99,59.82,0,2,9.42,0
59.88,3,45.24,83.8,4,4,2,0,1,0,2.3,2,15.52,0.28,32.14,0,0,0.0,1
63.99,3,9.73,57.15,1,3,3,1,0,4,2.18,0,37.93,6.72,54.14,0,3,34.82,0
6.38,3,14.7,4.95,2,4,11,2,1,0,2.69,0,37.93,0.71,5.0,0,1,3.2,0
11.94,3,3.79,12.5,1,2,8,6,0,0,0.34,0,12.07,1.03,53.67,0,0,17.0,0
37.38,5,29.93,28.33,3,0,11,1,0,4,3.02,0,36.21,4.17,20.18,0,0,38.06,0
10.45,3,14.24,8.44,2,4,1,4,0,0,1.14,0,8.62,0.76,34.06,0,2,5.71,0
26.42,3,52.38,27.48,4,3,9,1,0,0,0.87,2,20.69,1.73,69.46,0,3,2.62,0
58.51,5,41.31,43.45,3,3,13,1,0,0,1.1,1,3.45,4.02,45.43,0,0,0.0,0
14.87,3,27.43,17.31,3,0,2,1,1,5,1.31,0,5.17,0.21,22.3,0,0,19.04,0
23.68,3,14.42,19.83,2,0,11,3,1,4,1.25,0,17.24,1.46,63.51,0,0,24.36,0
15.46,3,20.06,15.37,2,3,7,2,1,0,1.6,1,27.59,0.98,35.74,0,3,8.96,0
62.82,5,39.42,47.76,3,4,0,10,1,0,2.26,0,15.52,4.38,57.55,0,0,0.0,0
17.03,3,26.72,16.49,3,3,3,3,0,0,1.1,0,27.59,2.59,68.69,0,2,14.94,0
24.66,3,8.08,29.13,1,4,13,4,2,4,2.43,0,27.59,1.51,24.95,0,0,0.0,0
26.22,3,10.65,21.29,1,3,1,4,1,0,2.15,0,10.34,1.22,50.99,0,0,0.0,0
0.59,3,28.77,0.23,3,3,0,10,1,5,2.93,0,31.03,2.33,31.09,0,2,0.59,0
54.6,5,43.87,37.54,3,4,3,1,0,0,2.34,0,12.07,1.46,35.66,1,3,33.99,0
2.76,3,10.79,2.35,1,4,13,5,1,7,0.85,0,17.24,0.72,14.02,0,3,1.75,0
13.89,3,8.85,14.99,2,2,8,11,1,0,1.08,0,29.31,0.95,29.6,0,0,0.0,0
10.96,3,17.51,12.38,2,4,12,6,1,0,2.4,0,12.07,1.11,37.14,0,3,9.27,0
70.19,3,21.87,71.29,2,3,10,1,1,4,2.23,0,31.03,5.17,46.93,0,0,79.49,0
33.46,5,18.39,23.98,2,3,2,1,0,0,1.67,0,29.31,2.38,21.05,0,0,0.0,0
17.81,3,23.12,20.32,2,4,8,0,1,5,3.95,0,15.52,1.05,53.48,0,3,24.36,0
42.27,3,15.96,52.24,2,4,7,1,0,0,2.3,0,27.59,3.88,47.98,0,2,32.95,0
21.72,3,15.04,19.57,2,4,13,10,1,0,1.08,0,8.62,1.42,36.96,0,3,21.08,0
26.22,3,9.49,25.74,1,1,2,0,1,0,0.58,1,3.45,1.52,55.1,0,0,0.0,1
21.72,3,11.32,19.0,1,4,1,1,2,0,1.34,0,5.17,0.64,30.1,0,0,7.95,0
3.96,3,43.8,5.07,4,3,11,1,1,5,1.04,1,17.24,0.03,1.08,0,0,0.0,0
4.7,3,20.99,4.71,2,2,4,1,2,2,0.35,0,6.9,1.15,67.05,0,1,1.48,0
27.59,3,36.31,28.22,4,4,13,1,0,0,3.27,2,24.14,0.32,11.43,0,0,0.0,1
3.41,3,17.23,2.82,2,4,10,10,1,5,2.9,0,29.31,0.61,11.56,0,1,3.67,1
13.89,3,23.74,15.89,2,4,11,8,1,4,1.69,0,20.69,1.2,57.86,0,1,18.39,0
16.05,3,6.41,12.69,1,3,13,9,0,0,0.52,1,18.97,0.87,19.82,0,0,0.71,0
17.85,3,35.13,17.21,3,3,13,8,1,5,0.91,0,22.41,0.75,23.88,0,2,14.02,0
56.95,3,54.91,72.48,4,3,3,1,1,0,2.05,1,10.34,4.52,74.91,0,3,74.31,0
33.46,5,30.82,27.2,3,0,2,6,0,0,1.3,5,15.52,1.03,47.92,0,3,32.46,0
33.46,3,29.28,43.89,3,4,1,7,2,0,2.1,0,36.21,4.83,56.35,0,3,6.85,0
28.77,5,36.34,16.88,3,4,3,1,1,4,2.02,0,13.79,0.61,53.57,0,0,0.0,0
39.14,3,14.42,43.7,2,3,3,3,0,0,2.07,0,31.03,6.97,56.02,0,3,43.22,0
10.96,3,25.21,12.9,3,4,13,2,0,0,1.21,0,18.97,0.84,36.96,0,3,17.32,0
54.6,3,31.51,72.14,3,3,6,1,0,0,2.69,0,18.97,4.12,64.42,0,1,4.33,0
7.05,3,10.65,8.55,1,3,3,1,0,4,1.45,0,34.48,3.4,62.68,0,3,10.74,0
18.55,3,20.07,17.05,2,0,13,1,1,4,1.41,0,24.14,3.06,57.04,0,3,15.01,0
9.98,3,23.67,9.37,3,4,13,1,1,0,1.0,0,6.9,1.05,24.38,0,0,0.33,0
49.12,3,19.05,42.69,2,2,10,3,0,0,1.68,0,29.31,3.72,49.29,0,1,42.55,0
41.29,3,30.68,43.34,2,0,11,1,0,0,1.85,0,17.24,2.05,63.04,0,3,42.48,0
26.87,5,36.0,20.36,4,3,8,1,1,0,2.22,0,20.69,3.14,67.16,0,0,0.0,1
56.95,5,47.64,48.52,4,1,12,6,0,2,1.7,0,22.41,1.09,16.36,0,4,8.3,0
12.33,3,34.64,17.17,4,0,0,6,0,2,0.65,2,6.9,0.23,41.25,0,3,15.98,0
51.08,3,28.12,66.53,3,4,9,5,1,0,1.84,0,17.24,4.89,41.95,0,3,14.72,0
14.09,3,39.85,20.09,4,2,0,2,1,4,1.27,0,15.52,1.02,42.78,0,0,0.0,0
17.81,3,27.26,20.72,3,3,3,4,0,2,1.41,0,70.69,1.12,9.8,0,1,23.84,0
37.38,5,43.87,30.94,3,5,12,1,0,0,2.17,1,15.52,5.73,55.48,0,2,10.62,0
32.05,5,38.39,29.62,3,1,11,0,0,0,2.98,0,27.59,5.95,63.39,0,0,0.0,1
38.94,3,22.91,33.73,2,2,8,10,1,0,2.5,0,15.52,1.23,49.44,0,1,25.17,0
56.95,3,8.5,50.53,1,4,8,1,0,0,2.25,2,17.24,5.51,62.14,0,0,0.0,0
18.31,3,29.28,19.36,3,4,10,0,1,8,1.1,1,12.07,0.41,50.36,0,0,0.0,1
4.11,3,41.82,5.19,4,3,11,1,0,5,0.92,0,12.07,1.49,53.57,0,0,0.0,0
18.49,5,35.96,16.62,4,3,11,5,1,5,1.18,0,8.62,1.11,85.24,0,1,25.67,0
2.15,3,42.44,2.68,4,3,2,10,1,0,1.75,0,15.52,1.95,54.2,0,0,0.0,0
37.38,5,44.66,31.09,3,4,4,1,0,0,1.49,0,24.14,3.5,37.19,0,0,0.0,0
21.72,3,29.4,21.41,3,4,8,10,1,7,1.47,0,10.34,0.37,18.13,0,3,12.68,0
25.01,5,33.85,21.58,3,4,11,2,1,0,2.58,0,29.31,2.1,41.07,0,5,21.08,0
15.85,5,29.93,13.13,3,0,11,5,1,0,1.17,0,15.52,0.64,12.17,0,3,12.34,0
21.72,3,11.9,19.57,2,3,1,3,1,0,2.84,0,13.79,35.04,72.7,0,3,13.45,0
12.33,3,22.98,15.84,2,0,4,0,1,0,1.52,0,18.97,2.15,55.29,0,2,17.0,0
66.73,3,28.12,77.96,3,2,7,7,0,4,1.66,0,17.24,4.89,58.93,0,2,23.02,0
3.13,3,10.27,3.18,1,3,11,1,1,4,1.94,0,27.59,0.7,7.65,0,0,0.0,1
36.4,3,43.98,33.74,3,1,13,7,1,0,2.34,0,25.86,13.76,36.96,0,2,26.46,0
15.85,5,40.81,15.37,5,3,11,10,1,0,2.83,0,15.52,0.3,15.15,0,0,0.0,1
14.68,3,9.03,12.87,2,5,8,5,2,2,0.3,0,10.34,1.68,43.05,0,3,15.33,0
37.38,3,31.68,45.38,3,4,10,1,1,9,2.41,0,34.48,4.64,53.57,0,0,0.0,1
40.51,3,18.43,37.44,2,4,3,1,2,0,2.18,0,18.97,1.71,54.73,0,3,3.45,0
32.68,3,7.98,31.91,1,4,10,10,0,1,1.38,0,15.52,0.76,16.45,0,3,5.49,0
6.69,3,40.29,6.41,3,4,1,4,1,0,2.66,0,18.97,1.54,25.03,0,0,0.0,0
33.46,5,84.63,37.08,6,1,0,9,0,6,1.66,0,8.62,11.73,5.2,0,0,0.0,1
12.37,3,31.51,16.54,3,4,1,1,0,2,1.97,0,17.24,0.85,24.87,0,3,16.72,0
40.51,5,42.16,28.35,4,4,13,2,1,0,1.56,0,8.62,0.38,24.68,0,2,43.95,0
2.64,3,15.97,3.45,2,2,5,5,1,0,0.93,0,5.17,0.11,25.64,0,0,5.34,0
26.42,3,23.05,34.41,3,2,11,9,0,5,1.38,0,18.97,1.46,47.59,0,2,14.95,0
42.76,5,55.92,28.87,5,0,10,0,1,0,2.16,1,5.17,0.48,24.2,0,0,0.0,1
22.9,3,36.34,30.4,3,4,7,5,0,4,2.75,0,29.31,5.87,64.21,0,1,23.02,0
17.03,3,26.92,15.84,2,2,10,6,1,0,0.61,0,12.07,1.65,41.7,0,0,0.0,1
37.38,3,20.59,43.01,2,4,10,1,0,5,1.71,0,29.31,4.3,35.63,0,0,24.57,0
41.29,3,18.74,42.62,2,0,7,2,2,0,1.5,0,10.34,2.66,58.09,0,3,41.91,0
41.29,5,34.97,30.22,3,3,6,4,0,0,2.03,0,25.86,3.22,74.9,0,2,19.56,0
74.56,5,33.26,49.82,3,4,8,1,0,4,2.35,0,13.79,5.77,51.96,0,2,19.42,0
33.86,3,24.04,30.0,2,3,8,1,1,2,1.45,0,20.69,2.23,36.25,0,0,2.12,0
7.05,3,31.54,9.53,3,5,1,10,1,5,0.84,0,5.17,0.79,44.46,0,1,9.49,0
15.85,3,31.54,21.13,3,1,11,1,2,0,0.16,0,17.24,0.25,4.15,0,3,23.01,0
5.99,3,29.83,6.22,3,3,13,2,0,5,0.76,6,10.34,0.64,55.27,0,3,9.27,0
39.96,5,63.4,31.18,6,3,10,8,0,0,4.3,0,17.24,1.4,37.6,0,0,0.0,1
13.5,3,17.51,11.26,2,3,2,1,0,0,2.32,0,13.79,1.41,51.43,0,0,7.61,0
38.94,5,52.89,28.22,5,4,12,7,0,0,1.73,0,13.79,2.5,76.77,0,0,10.49,0
28.77,3,25.6,24.65,2,4,13,2,0,0,2.03,1,24.14,1.22,24.91,0,0,0.0,0
22.9,3,31.68,31.15,3,3,4,4,0,2,3.35,0,20.69,1.15,29.56,0,0,0.0,0
66.73,3,20.59,76.82,2,4,11,1,0,0,1.27,0,20.69,6.1,62.41,0,0,0.0,0
16.73,3,41.16,16.53,3,0,10,3,1,0,2.2,0,13.79,1.94,81.88,0,0,0.0,0
18.93,5,29.93,15.79,3,4,8,9,1,4,2.37,0,18.97,1.34,93.85,0,4,29.61,0
41.29,3,25.8,44.11,3,4,13,8,1,3,0.76,0,13.79,1.21,50.49,0,2,32.35,0
31.07,3,35.17,33.84,4,4,2,6,0,0,1.18,0,13.79,1.52,41.33,0,1,14.44,0
9.0,3,13.73,8.57,1,3,11,4,2,3,2.45,0,5.17,1.14,63.06,0,1,0.58,0
26.22,3,45.0,24.29,3,4,6,6,1,4,1.35,0,3.45,1.29,74.04,0,2,22.76,0
35.06,3,21.78,30.16,2,4,7,1,0,4,2.45,0,24.14,2.23,41.45,0,0,9.69,0
18.59,3,41.82,23.1,4,4,8,2,0,2,3.02,0,22.41,2.26,29.56,0,0,0.0,1
8.02,3,26.92,9.12,2,4,3,5,1,0,0.97,0,8.62,0.59,59.39,0,0,0.0,1
49.12,5,28.79,29.98,3,4,13,1,1,0,2.35,1,20.69,3.15,78.64,0,5,38.3,0
13.74,3,33.85,13.1,3,4,8,1,0,0,1.69,0,17.24,2.77,65.8,0,0,0.0,0
59.88,5,46.82,58.84,4,4,11,11,0,2,1.69,0,5.17,6.8,0.0,0,2,63.88,0
13.95,3,33.8,12.39,3,4,7,1,0,0,0.86,0,10.34,0.97,46.26,0,2,8.09,0
21.72,5,38.22,17.09,3,3,0,1,1,0,0.78,0,17.24,2.28,68.3,0,3,1.33,0
74.56,5,84.48,59.83,5,4,11,6,0,0,1.58,0,13.79,0.8,32.53,0,0,0.0,0
10.92,3,2.22,12.81,1,1,8,1,0,2,0.77,0,15.52,1.09,0.0,0,0,17.67,0
48.96,5,51.4,35.15,4,0,4,1,0,0,1.68,0,34.48,3.57,34.44,0,2,33.74,0
33.46,5,17.85,23.88,2,3,8,3,0,4,0.69,1,17.24,1.99,91.07,0,1,12.01,0
49.12,5,30.38,29.27,3,4,10,1,1,4,1.28,0,18.97,1.86,23.95,0,3,23.93,0
32.68,5,25.52,22.97,3,4,2,3,0,2,0.51,0,17.24,0.85,6.88,0,3,29.14,0
46.43,3,29.28,54.51,3,3,6,4,0,0,1.77,0,13.79,1.81,43.78,0,0,0.0,0
25.01,5,62.45,20.9,6,4,12,4,1,5,0.93,1,15.52,0.78,37.81,0,0,0.0,1
11.15,3,32.57,11.65,2,1,7,8,0,2,0.93,1,5.17,1.26,67.16,0,0,0.0,1
8.41,3,17.26,6.81,2,2,3,1,1,0,0.68,0,13.79,0.64,43.2,0,0,0.0,1
5.28,3,36.34,6.28,3,4,12,10,1,5,2.47,0,15.52,0.13,12.77,0,0,0.0,0
8.41,3,14.42,6.69,2,4,13,1,1,2,2.0,0,17.24,1.07,54.34,0,0,0.0,0
54.6,5,31.75,37.21,3,4,11,8,0,0,0.74,0,17.24,2.3,51.79,0,4,13.78,0
32.68,3,24.7,34.0,2,1,11,7,0,0,2.16,3,17.24,0.7,50.28,0,0,0.0,0
21.72,3,8.85,23.52,2,4,11,11,0,4,3.2,0,20.69,1.46,46.3,0,0,0.0,0
29.94,5,37.09,27.39,3,0,0,8,0,0,2.03,0,10.34,2.26,58.21,0,0,33.46,0
2.64,3,27.26,3.63,3,5,3,2,2,0,0.8,0,8.62,0.76,10.43,0,3,0.28,0
21.72,3,14.42,24.21,2,1,3,0,0,0,1.53,0,17.24,1.92,85.33,0,1,4.51,0
17.81,3,20.55,20.08,2,0,7,1,0,5,0.03,0,15.52,5.97,64.13,0,2,14.8,0
15.85,3,32.33,21.73,3,4,7,3,1,4,2.51,0,12.07,2.56,67.98,0,0,0.0,0
41.29,3,14.45,40.58,2,4,3,1,0,0,1.2,0,31.03,3.65,55.45,0,3,50.76,0
9.0,3,3.67,8.15,1,4,13,0,1,2,2.05,0,34.48,0.4,3.73,0,1,4.18,0
21.72,3,28.53,25.42,2,1,12,1,0,0,2.07,0,22.41,3.01,79.4,0,3,2.07,0
7.63,3,18.99,8.67,2,3,8,1,0,0,2.05,1,10.34,0.12,82.91,0,0,0.0,1
7.05,3,9.66,8.4,1,0,11,3,0,2,1.16,0,10.34,1.2,56.29,0,2,1.41,0
35.81,3,6.01,31.59,1,0,11,1,0,0,2.22,0,12.07,2.34,70.97,0,1,31.49,0
51.08,5,25.52,44.88,3,4,11,10,0,0,1.49,0,6.9,0.88,18.37,1,0,0.0,1
21.49,5,42.44,19.53,4,4,9,1,0,4,3.95,1,29.31,2.89,86.52,0,1,2.56,0
14.77,3,66.4,14.77,5,4,13,1,0,0,1.13,3,5.17,0.0,0.0,0,3,15.65,0
26.42,3,20.4,29.36,2,4,10,1,1,0,2.38,0,8.62,1.84,50.82,0,0,0.0,0
65.4,3,24.7,57.44,3,4,2,1,1,0,2.47,0,8.62,0.92,46.91,0,0,0.0,0
3.52,3,64.44,5.65,4,3,13,2,1,0,1.03,0,6.9,0.86,71.17,0,0,0.0,1
10.96,3,17.26,9.03,2,3,10,1,2,2,2.15,0,29.31,1.13,18.07,0,3,3.94,0
32.05,5,42.35,23.31,4,0,3,1,0,4,2.7,0,22.41,3.04,45.45,0,0,0.0,1
33.46,3,11.9,30.39,2,3,5,1,0,5,1.72,0,10.34,0.08,44.73,0,0,0.0,0
33.46,3,6.35,39.25,1,4,0,3,0,0,1.97,0,31.03,2.08,31.38,0,2,42.87,0
2.15,3,17.85,2.31,2,4,7,1,1,0,0.63,0,6.9,0.17,48.21,0,3,0.83,0
9.51,3,11.85,8.18,2,4,9,6,0,4,2.56,0,18.97,1.24,47.59,0,0,0.0,0
20.25,5,50.54,19.37,4,4,3,1,0,0,2.35,0,36.21,0.02,0.36,0,3,4.53,0
26.22,5,46.13,20.46,5,4,11,1,0,0,3.28,0,20.69,3.23,61.77,0,5,17.44,0
21.72,3,21.87,19.88,2,4,12,1,0,4,0.91,0,8.62,1.54,60.46,0,3,9.34,0
33.46,3,13.05,30.11,1,4,4,1,1,0,0.87,0,8.62,0.45,11.77,0,3,37.95,0
40.51,5,40.31,38.02,4,4,1,4,1,0,2.39,1,15.52,1.18,69.07,0,0,0.0,0
51.08,5,25.72,43.52,3,3,2,1,1,0,0.94,1,3.45,2.93,73.21,0,0,0.0,0
37.43,5,39.42,34.89,3,4,11,4,1,4,2.68,0,12.07,2.5,69.26,0,1,34.95,0
31.12,3,0.03,26.55,1,2,13,4,1,0,0.55,0,20.69,2.01,15.09,0,1,31.37,0
56.95,5,59.15,47.24,6,3,10,9,0,5,1.44,0,12.07,1.19,37.35,0,0,0.0,1
59.88,3,38.4,83.54,4,4,11,1,1,0,2.91,1,17.24,6.73,75.1,0,2,9.88,0
56.93,5,52.09,57.84,5,2,1,9,0,0,1.21,0,18.97,1.45,31.25,0,3,58.3,0
16.5,3,37.79,16.9,4,4,0,6,1,6,1.57,0,25.86,0.25,33.93,0,3,20.37,0
27.59,3,7.95,29.78,1,0,13,1,0,0,1.67,0,17.24,6.34,68.39,0,0,0.0,0
36.4,3,42.44,33.53,4,2,6,9,0,0,3.73,0,25.86,0.72,30.51,0,3,9.35,0
30.82,3,40.31,42.42,4,3,3,6,1,0,1.8,2,12.07,0.92,77.44,0,2,45.19,0
23.36,3,30.45,20.73,3,4,13,11,1,4,2.23,0,10.34,2.29,63.44,0,0,0.0,1
5.87,3,28.8,4.7,2,4,7,5,1,0,0.34,0,12.07,0.28,31.34,0,0,0.0,0
48.61,3,22.91,42.23,2,2,0,2,0,0,1.75,0,17.24,1.97,66.73,0,0,0.0,0
13.5,3,17.64,11.06,2,4,11,1,0,4,0.73,2,17.24,1.93,40.98,0,3,7.0,0
45.21,3,7.57,39.84,1,3,3,1,2,0,0.56,0,12.07,2.62,68.3,0,0,0.0,0
20.55,3,14.07,18.16,1,3,1,6,2,0,1.5,0,15.52,1.27,20.89,0,0,0.0,0
0.82,3,24.7,0.64,3,4,0,2,0,0,2.08,2,27.59,0.56,11.77,0,0,0.0,0
3.52,3,34.64,5.15,4,3,4,8,1,4,2.01,0,5.17,2.01,91.07,0,0,0.0,0
7.4,3,33.84,6.56,3,3,11,2,1,10,2.62,1,17.24,0.31,8.62,0,3,3.87,0
66.73,3,12.71,72.91,2,2,3,7,0,0,2.0,2,24.14,1.34,22.73,0,3,13.97,0
32.68,3,18.18,32.55,2,2,10,3,0,0,1.07,0,34.48,2.51,27.53,0,0,9.87,0
2.15,3,59.15,3.3,6,2,8,0,0,5,1.77,0,12.07,1.47,96.91,0,3,3.24,0
12.33,3,35.13,14.56,2,3,13,11,1,0,1.17,0,13.79,1.06,57.86,0,3,10.38,0
15.26,3,29.28,14.59,3,4,0,11,1,0,2.57,0,12.07,0.49,38.27,0,1,18.52,0
24.54,3,32.71,24.04,3,2,3,8,0,4,1.05,1,20.69,1.23,56.63,0,0,0.0,0
47.55,3,26.92,44.93,2,4,3,8,0,0,1.64,0,29.31,2.07,55.18,0,0,25.4,0
10.96,3,28.12,9.37,3,3,1,5,0,2,1.02,1,18.97,1.14,35.0,0,0,0.0,0
21.72,3,15.97,19.99,2,4,13,11,1,0,2.16,0,22.41,1.08,8.8,0,0,0.0,0
23.68,3,74.01,24.56,5,3,2,0,0,0,1.31,0,13.79,1.64,31.51,0,0,0.0,1
36.4,3,22.91,31.49,2,4,4,6,2,0,1.97,1,18.97,1.92,34.15,0,0,0.0,0
10.96,3,21.27,9.04,2,5,3,11,2,4,1.72,2,25.86,0.91,50.98,0,3,5.84,0
79.65,3,3.67,63.34,1,3,11,1,0,4,1.03,0,15.52,0.02,0.25,0,1,83.61,0
13.27,3,13.68,11.9,2,3,5,1,0,0,2.19,0,29.31,0.79,12.47,0,3,7.53,0
13.7,3,58.94,17.86,4,4,11,1,1,6,1.36,0,8.62,0.29,25.62,0,1,15.14,0
18.59,3,13.84,15.4,2,4,11,11,1,0,0.45,0,8.62,0.95,60.77,0,0,18.48,0
40.47,3,51.35,40.94,5,4,9,5,1,0,3.09,0,12.07,0.77,28.62,0,3,43.67,0
33.46,5,14.95,26.88,2,3,3,4,0,2,1.27,0,31.03,2.64,17.24,0,3,16.69,0
12.62,3,26.75,14.98,3,3,7,5,0,4,2.39,0,10.34,0.47,52.96,0,0,0.0,0
3.35,3,55.92,3.86,5,4,9,1,1,5,1.96,1,12.07,0.2,25.89,0,0,0.0,0
21.72,3,4.87,18.86,1,4,3,1,0,2,0.83,1,12.07,3.04,63.52,0,3,9.09,0
49.9,3,24.9,52.07,3,1,4,1,1,0,1.49,0,15.52,1.0,60.36,0,0,0.0,0
14.82,3,5.58,15.73,1,3,2,2,2,0,2.55,0,31.03,1.07,23.57,0,1,20.82,0
35.81,5,14.24,20.97,2,4,11,1,0,0,0.94,0,17.24,0.73,13.93,0,1,20.56,0
80.43,3,23.12,76.3,2,1,2,7,2,0,0.91,0,37.93,4.6,31.26,0,3,85.06,0
19.77,5,45.89,15.99,5,4,3,2,1,0,3.25,0,8.62,1.87,79.26,0,0,0.0,0
65.15,3,3.67,51.69,1,4,7,6,0,4,1.44,0,20.69,7.62,52.32,0,0,0.0,0
17.96,3,9.97,15.53,1,3,13,9,1,4,0.37,0,8.62,1.1,23.88,0,0,0.0,0
11.94,3,11.34,13.04,2,2,11,2,1,4,1.1,0,18.97,1.52,62.68,0,3,8.69,0
26.42,3,36.34,35.04,3,3,11,1,2,0,1.56,0,12.07,1.79,40.1,0,2,4.67,0
18.9,3,7.14,17.83,1,3,11,0,1,4,1.14,0,25.86,4.65,41.87,0,0,5.76,0
49.12,3,26.92,42.69,2,0,13,3,0,0,1.31,1,17.24,1.96,43.62,0,0,0.0,1
24.07,3,17.51,22.37,2,3,10,1,0,0,1.96,0,3.45,0.91,55.0,0,2,22.67,0
40.09,5,73.14,29.9,6,0,11,1,1,0,2.65,1,15.52,0.54,65.66,0,3,40.88,0
66.73,5,55.17,59.54,4,4,13,3,0,0,1.62,0,29.31,4.44,59.82,0,1,21.18,0
32.05,3,26.41,41.52,2,4,13,1,0,0,0.91,0,56.9,6.72,30.51,0,0,0.0,1
19.61,3,26.07,16.98,3,5,1,7,1,0,3.01,0,13.79,0.85,34.36,0,0,0.0,1
47.55,5,36.0,33.35,4,3,1,1,1,0,2.53,0,12.07,2.81,69.11,0,0,0.0,0
24.66,3,28.8,31.74,3,4,11,1,0,0,1.42,2,10.34,0.97,49.91,0,0,0.0,1
12.02,3,27.74,12.54,3,3,7,1,1,0,2.9,3,25.86,1.69,44.29,0,3,5.1,0
